"pcor_all","pcor_real","pcor_pseudo","date_ldt","pcor_A","pcor_B","pcor_C","pcor_1","pcor_2","pcor_3","realpseudo","length_real","length_pseduo","subj"
0.603174603174603,0.642857142857143,0.563492063492063,"2020-08-22",0.583333333333333,0.630952380952381,0.595238095238095,0.630952380952381,0.595238095238095,0.583333333333333,-0.114226262834763,0.0142928958852475,-0.0019432241315149,121
0.444444444444444,0.619047619047619,0.26984126984127,"2020-08-27",0.357142857142857,0.416666666666667,0.55952380952381,0.416666666666667,0.357142857142857,0.55952380952381,-Inf,NA,-0.0201087404172424,122
0.507936507936508,0.571428571428571,0.444444444444444,"2020-08-31",0.55952380952381,0.452380952380952,0.511904761904762,0.55952380952381,0.452380952380952,0.511904761904762,0.22586602713602,-0.0200869359942163,-0.0425962854156944,123
0.543650793650794,0.515873015873016,0.571428571428571,"2020-08-31",0.583333333333333,0.535714285714286,0.511904761904762,0.583333333333333,0.511904761904762,0.535714285714286,-0.0550081791276729,0.0122980247236334,0.000766809092340554,124
0.694444444444444,0.738095238095238,0.650793650793651,"2020-09-08",0.678571428571429,0.738095238095238,0.666666666666667,0.678571428571429,0.738095238095238,0.666666666666667,-0.161874837771953,0.0321949546155103,0.025678621132259,125
0.523809523809524,0.73015873015873,0.317460317460317,"2020-08-13",0.428571428571429,0.5,0.642857142857143,0.428571428571429,0.642857142857143,0.5,-0.253752020302728,0.00503370615837067,-0.0233380230731253,126
0.53968253968254,0.571428571428571,0.507936507936508,"2020-08-27",0.654761904761905,0.488095238095238,0.476190476190476,0.654761904761905,0.476190476190476,0.488095238095238,-0.0166038323075465,-0.0156947359376211,-0.0241631019970497,127
0.496031746031746,0.46031746031746,0.531746031746032,"2020-08-18",0.523809523809524,0.583333333333333,0.380952380952381,0.583333333333333,0.380952380952381,0.523809523809524,-0.138544025703573,-0.0487845163713317,0.0234936868832859,128
0.849206349206349,0.849206349206349,0.849206349206349,"2020-10-07",0.833333333333333,0.845238095238095,0.869047619047619,0.869047619047619,0.833333333333333,0.845238095238095,-0.0735634327962934,0.0121317909590346,0.00675799810374053,129
0.432539682539683,0.436507936507937,0.428571428571429,"2020-08-11",0.416666666666667,0.428571428571429,0.452380952380952,0.416666666666667,0.428571428571429,0.452380952380952,0.105524456311731,-0.0464167084754147,0.00799192083900174,130
0.555555555555556,0.658730158730159,0.452380952380952,"2020-08-12",0.547619047619048,0.511904761904762,0.607142857142857,0.607142857142857,0.511904761904762,0.547619047619048,-0.0196388396182262,0.0167549206446115,0.00464587226578199,131
0.543650793650794,0.555555555555556,0.531746031746032,"2020-08-12",0.607142857142857,0.404761904761905,0.619047619047619,0.607142857142857,0.619047619047619,0.404761904761905,0.0045795480638629,-0.0845297386458256,-0.0256874032825176,132
0.583333333333333,0.523809523809524,0.642857142857143,"2020-08-16",0.547619047619048,0.595238095238095,0.607142857142857,0.547619047619048,0.595238095238095,0.607142857142857,-0.119651432897277,-0.00478231076427596,-0.0127533257032365,133
0.829365079365079,0.76984126984127,0.888888888888889,"2020-10-19",0.869047619047619,0.797619047619048,0.821428571428571,0.797619047619048,0.821428571428571,0.869047619047619,-0.0626112346526197,0.0225555670939938,0.00474308657230002,134
0.591269841269841,0.595238095238095,0.587301587301587,"2020-08-12",0.535714285714286,0.702380952380952,0.535714285714286,0.702380952380952,0.535714285714286,0.535714285714286,0.0247472245453282,0.0194322336050206,-0.0205489209298244,135
0.615079365079365,0.507936507936508,0.722222222222222,"2020-09-03",0.595238095238095,0.678571428571429,0.571428571428571,0.678571428571429,0.595238095238095,0.571428571428571,0.0730801826632817,-0.0366421488661716,-0.0121539875843677,136
0.78968253968254,0.833333333333333,0.746031746031746,"2020-08-31",0.916666666666667,0.738095238095238,0.714285714285714,0.738095238095238,0.714285714285714,0.916666666666667,-0.0379288477407137,-0.00512761204372652,0.0249997369688415,137
