"word","rt","acc","wordLength","realpseudo","wordList","stimOrder","stimBlock","subj"
"open",0.80305,1,4,"real","C",3,1,182
"pretty",0.685585,1,6,"real","C",4,1,182
"sick",0.61496,1,4,"real","C",5,1,182
"albust",0.80602,1,6,"pseudo","C",6,1,182
"woft",0.96807,0,4,"pseudo","C",7,1,182
"good",1.529365,1,4,"real","C",8,1,182
"drustion",0.895945,1,8,"pseudo","C",9,1,182
"scays",0.88354,1,5,"pseudo","C",10,1,182
"name",0.665795,1,4,"real","C",11,1,182
"cok",1.68243,1,3,"pseudo","C",12,1,182
"hello",0.819575,1,5,"real","C",13,1,182
"dogo",1.419965,0,4,"pseudo","C",14,1,182
"gurynh",1.41118,1,6,"pseudo","C",15,1,182
"through",0.70515,1,7,"real","C",16,1,182
"orn",0.75775,1,3,"pseudo","C",17,1,182
"morning",0.72918,1,7,"real","C",18,1,182
"rackle",0.88123,1,6,"pseudo","C",19,1,182
"complete",0.87508,1,8,"real","C",20,1,182
"hane",1.13332,1,4,"pseudo","C",21,1,182
"history",1.19556,1,7,"real","C",22,1,182
"begin",2.021345,0,5,"real","C",23,1,182
"hot",1.176255,1,3,"real","C",24,1,182
"loleh",0.818445,1,5,"pseudo","C",25,1,182
"people",0.483975,1,6,"real","C",26,1,182
"alk",1.0001,1,3,"pseudo","C",27,1,182
"garment",1.80137,0,7,"real","C",28,1,182
"appropriates",1.350865,0,12,"real","C",29,1,182
"spy",0.70491,1,3,"real","C",30,1,182
"eamn",0.91727,1,4,"pseudo","C",31,1,182
"molent",0.69458,0,6,"pseudo","C",32,1,182
"more",0.603415,0,4,"real","C",33,1,182
"fistory",0.129585,0,7,"pseudo","C",34,1,182
"grasshopper",0.852865,1,11,"real","C",35,1,182
"an",0.95023,1,2,"real","C",36,1,182
"garden",1.338455,1,6,"real","C",37,1,182
"freat",1.15425,1,5,"pseudo","C",38,1,182
"chance",1.320185,0,6,"real","C",39,1,182
"cas",3.010185,1,3,"pseudo","C",40,1,182
"duttery",0.934535,1,7,"pseudo","C",41,1,182
"banny",1.180295,1,5,"pseudo","C",42,1,182
"snose",1.46652,1,5,"pseudo","C",43,1,182
"slace",1.557565,1,5,"pseudo","C",44,1,182
"investigate",0.8254,1,11,"real","C",45,1,182
"candy",1.179005,1,5,"real","C",46,1,182
"guoys",0.69922,1,5,"pseudo","C",47,1,182
"rebosks",2.21258,1,7,"pseudo","C",48,1,182
"khtna",1.580135,1,5,"pseudo","C",49,1,182
"imagine",2.10166,1,7,"real","C",50,1,182
"twew",0.854485,1,4,"pseudo","C",51,1,182
"liffs",1.03012,1,5,"pseudo","C",52,1,182
"round",1.129935,1,5,"real","C",53,1,182
"question",1.99997,1,8,"real","C",54,1,182
"contain",1.23939,1,7,"real","C",55,1,182
"distance",0.860355,1,8,"real","C",56,1,182
"lame",1.144685,1,4,"real","C",57,1,182
"pame",1.326235,1,4,"pseudo","C",58,1,182
"watch",0.96811,1,5,"real","C",59,1,182
"him",1.25971,1,3,"real","C",60,1,182
"overwhelm",1.0337,1,9,"real","C",61,1,182
"gravel",1.52531,1,6,"real","C",62,1,182
"brubs",0.9583,1,5,"pseudo","C",63,1,182
"ap",0.99434,1,2,"pseudo","C",64,1,182
"oban",1.24581,1,4,"pseudo","C",65,1,182
"che",1.108015,1,3,"pseudo","C",66,1,182
"almost",1.338125,1,6,"real","C",67,1,182
"money",1.80444,1,5,"real","C",68,1,182
"collosks",0.951175,1,8,"pseudo","C",69,1,182
"cotosks",2.718595,0,7,"pseudo","C",70,1,182
"compliment",0.951735,1,10,"real","C",71,1,182
"fafever",1.701055,1,7,"pseudo","C",72,1,182
"pealt",1.20782,1,5,"pseudo","C",73,1,182
"runey",1.31814,0,5,"pseudo","C",74,1,182
"daople",0.863585,1,6,"pseudo","C",75,1,182
"qualify",1.003485,1,7,"real","C",76,1,182
"naw",1.71452,1,3,"pseudo","C",77,1,182
"look",0.9818,1,4,"real","C",78,1,182
"phlere",1.220065,1,6,"pseudo","C",79,1,182
"utashing",1.27218,1,8,"pseudo","C",80,1,182
"chanding",1.301175,1,8,"pseudo","C",81,1,182
"short",1.20173,0,5,"real","C",82,1,182
"swane",0.84564,1,5,"pseudo","C",83,1,182
"hungry",0.883295,1,6,"real","C",84,1,182
"wood",1.21336,1,4,"real","B",85,2,182
"charks",1.039415,1,6,"pseudo","B",86,2,182
"hu",0.90051,1,2,"pseudo","B",87,2,182
"asca",0.818935,1,4,"pseudo","B",88,2,182
"spu",0.76469,1,3,"pseudo","B",89,2,182
"moon",0.91548,1,4,"real","B",90,2,182
"baafness",0.98123,1,8,"pseudo","B",91,2,182
"famous",0.85363,1,6,"real","B",92,2,182
"number",1.653165,1,6,"real","B",93,2,182
"fun",1.83676,1,3,"real","B",94,2,182
"peace",0.76579,1,5,"real","B",95,2,182
"farmer",0.64852,1,6,"real","B",96,2,182
"long",0.867555,1,4,"real","B",97,2,182
"ase",1.7685,0,3,"pseudo","B",98,2,182
"time",1.86614,1,4,"real","B",99,2,182
"flankfopper",0.78361,1,11,"pseudo","B",100,2,182
"into",1.06298,1,4,"real","B",101,2,182
"accustomed",1.28166,1,10,"real","B",102,2,182
"insows",0.93179,1,6,"pseudo","B",103,2,182
"jixel",1.950995,1,5,"pseudo","B",104,2,182
"building",0.84839,1,8,"real","B",105,2,182
"pledge",1.22985,1,6,"real","B",106,2,182
"budget",1.75026,1,6,"real","B",107,2,182
"unger",0.981415,1,5,"pseudo","B",108,2,182
"benon",1.37689,1,5,"pseudo","B",109,2,182
"doubtful",0.90211,1,8,"real","B",110,2,182
"chareet",0.839835,1,7,"pseudo","B",111,2,182
"went",0.88642,1,4,"real","B",112,2,182
"pencil",0.938295,1,6,"real","B",113,2,182
"hammer",1.83029,1,6,"real","B",114,2,182
"besime",1.0428,1,6,"pseudo","B",115,2,182
"nuf",1.484045,1,3,"pseudo","B",116,2,182
"germantia",3.29673,0,9,"pseudo","B",117,2,182
"cotplicant",1.133,1,10,"pseudo","B",118,2,182
"shring",1.272625,1,6,"pseudo","B",119,2,182
"ot",0.86361,1,2,"pseudo","B",120,2,182
"bove",1.084265,1,4,"pseudo","B",121,2,182
"bangs",1.62893,1,5,"real","B",122,2,182
"truck",0.90634,1,5,"real","B",123,2,182
"bathroom",2.192085,1,8,"real","B",124,2,182
"ypla",1.433745,1,4,"pseudo","B",125,2,182
"cold",1.37846,1,4,"real","B",126,2,182
"great",2.46449,1,5,"real","B",127,2,182
"dolc",1.021915,1,4,"pseudo","B",128,2,182
"circus",0.964565,1,6,"real","B",129,2,182
"fite",1.000345,1,4,"pseudo","B",130,2,182
"animal",1.37097,1,6,"real","B",131,2,182
"guarantee",1.81077,1,9,"real","B",132,2,182
"light",1.04104,1,5,"real","B",133,2,182
"lant",1.92057,1,4,"pseudo","B",134,2,182
"toy",2.895765,0,3,"real","B",135,2,182
"brush",1.035765,1,5,"real","B",136,2,182
"mader",1.29353,0,5,"pseudo","B",137,2,182
"yos",0.885625,1,3,"pseudo","B",138,2,182
"give",0.71906,1,4,"real","B",139,2,182
"destrifs",0.953615,1,8,"pseudo","B",140,2,182
"clomify",1.08034,1,7,"pseudo","B",141,2,182
"ge",0.91001,1,2,"pseudo","B",142,2,182
"come",1.16471,1,4,"real","B",143,2,182
"business",1.867305,1,8,"real","B",144,2,182
"ablood",0.907405,1,6,"pseudo","B",145,2,182
"mun",0.736145,1,3,"pseudo","B",146,2,182
"tried",1.697885,1,5,"real","B",147,2,182
"street",1.302755,0,6,"real","B",148,2,182
"understand",1.467025,1,10,"real","B",149,2,182
"sain",1.52522,0,4,"pseudo","B",150,2,182
"wase",0.98978,1,4,"pseudo","B",151,2,182
"mout",0.702875,1,4,"pseudo","B",152,2,182
"complase",1.39153,1,8,"pseudo","B",153,2,182
"left",0.872985,1,4,"real","B",154,2,182
"throomba",1.301535,1,8,"pseudo","B",155,2,182
"mich",1.50026,0,4,"pseudo","B",156,2,182
"potent",1.203635,1,6,"real","B",157,2,182
"speveal",1.148265,1,7,"pseudo","B",158,2,182
"mannanency",1.253285,1,10,"pseudo","B",159,2,182
"teacher",1.685395,1,7,"real","B",160,2,182
"imeyits",1.062525,1,7,"pseudo","B",161,2,182
"jewel",0.96595,1,5,"real","B",162,2,182
"plane",0.94597,0,5,"real","B",163,2,182
"shink",1.48037,0,5,"pseudo","B",164,2,182
"sids",0.783075,1,4,"pseudo","B",165,2,182
"plays",1.018715,0,5,"real","B",166,2,182
"roder",0.961205,1,5,"pseudo","B",167,2,182
"natural",1.43695,1,7,"real","B",168,2,182
"mystery",1.09684,1,7,"real","A",169,3,182
"sint",0.797095,1,4,"pseudo","A",170,3,182
"once",0.86898,0,4,"real","A",171,3,182
"waves",1.135105,1,5,"real","A",172,3,182
"dryer",0.966485,1,5,"real","A",173,3,182
"best",2.121565,1,4,"real","A",174,3,182
"sun",1.7681,1,3,"real","A",175,3,182
"nop",0.83519,1,3,"pseudo","A",176,3,182
"invent",1.231905,1,6,"real","A",177,3,182
"tis",0.58888,1,3,"pseudo","A",178,3,182
"listen",1.74907,1,6,"real","A",179,3,182
"without",1.21256,1,7,"real","A",180,3,182
"reverse",1.003675,1,7,"real","A",181,3,182
"sudsage",1.26597,1,7,"pseudo","A",182,3,182
"fror",1.24156,1,4,"pseudo","A",183,3,182
"resolve",2.02962,1,7,"real","A",184,3,182
"become",1.73235,1,6,"real","A",185,3,182
"play",1.11506,1,4,"real","A",186,3,182
"library",1.14013,1,7,"real","A",187,3,182
"stenil",0.902815,1,6,"pseudo","A",188,3,182
"telescoped",1.4213,0,10,"real","A",189,3,182
"fattify",1.050625,1,7,"pseudo","A",190,3,182
"loms",0.934595,1,4,"pseudo","A",191,3,182
"beeltisul",0.735305,1,9,"pseudo","A",192,3,182
"ip",1.18113,1,2,"pseudo","A",193,3,182
"back",0.676895,1,4,"real","A",194,3,182
"cibsus",1.832625,1,6,"pseudo","A",195,3,182
"miss",0.92901,1,4,"real","A",196,3,182
"hust",2.18527,0,4,"pseudo","A",197,3,182
"shine",2.316195,1,5,"real","A",198,3,182
"streat",1.963545,0,6,"pseudo","A",199,3,182
"ef",0.81864,1,2,"pseudo","A",200,3,182
"trull",0.86792,1,5,"pseudo","A",201,3,182
"liberty",1.271545,0,7,"real","A",202,3,182
"losh",0.92247,1,4,"pseudo","A",203,3,182
"we",0.80776,0,2,"real","A",204,3,182
"testify",1.29707,1,7,"real","A",205,3,182
"faster",1.774985,1,6,"real","A",206,3,182
"ujst",2.26843,1,4,"pseudo","A",207,3,182
"brought",1.39512,1,7,"real","A",208,3,182
"will",1.441135,0,4,"real","A",209,3,182
"om",0.990395,0,2,"pseudo","A",210,3,182
"cuppom",1.934945,0,6,"pseudo","A",211,3,182
"them",1.317955,1,4,"real","A",212,3,182
"black",0.88012,1,5,"real","A",213,3,182
"trood",1.15291,0,5,"pseudo","A",214,3,182
"coth",1.409655,1,4,"pseudo","A",215,3,182
"whose",0.907665,1,5,"real","A",216,3,182
"elements",1.115875,1,8,"real","A",217,3,182
"sit",1.057115,1,3,"real","A",218,3,182
"hus",0.76822,1,3,"pseudo","A",219,3,182
"blans",0.946965,1,5,"pseudo","A",220,3,182
"nied",1.31563,1,4,"pseudo","A",221,3,182
"uoy",0.958665,1,3,"pseudo","A",222,3,182
"telechinct",1.13583,1,10,"pseudo","A",223,3,182
"slellen",0.912805,0,7,"pseudo","A",224,3,182
"arm",1.21703,1,3,"real","A",225,3,182
"lunch",0.940005,1,5,"real","A",226,3,182
"inni",1.01411,1,4,"pseudo","A",227,3,182
"ggnoi",0.891885,1,5,"pseudo","A",228,3,182
"night",1.66975,1,5,"real","A",229,3,182
"arsher",1.84341,1,6,"pseudo","A",230,3,182
"crit",1.25325,1,4,"pseudo","A",231,3,182
"wared",1.55741,0,5,"pseudo","A",232,3,182
"bledge",0.86132,1,6,"pseudo","A",233,3,182
"groon",0.784665,1,5,"pseudo","A",234,3,182
"however",1.30083,1,7,"real","A",235,3,182
"inside",0.848875,1,6,"real","A",236,3,182
"answer",0.672575,1,6,"real","A",237,3,182
"custom",0.61582,1,6,"real","A",238,3,182
"tfaer",1.31189,1,5,"pseudo","A",239,3,182
"leld",0.49169,0,4,"pseudo","A",240,3,182
"from",1.42992,1,4,"real","A",241,3,182
"nulch",0.952195,1,5,"pseudo","A",242,3,182
"guess",0.88094,1,5,"real","A",243,3,182
"ginth",0.66342,1,5,"pseudo","A",244,3,182
"fatter",0.932995,0,6,"real","A",245,3,182
"ancrusinishness",1.20075,1,15,"pseudo","A",246,3,182
"bads",1.119435,1,4,"pseudo","A",247,3,182
"describe",1.05053,1,8,"real","A",248,3,182
"strosh",0.794235,1,6,"pseudo","A",249,3,182
"pickle",1.1456,1,6,"real","A",250,3,182
"purchase",1.24091,1,8,"real","A",251,3,182
"bulbet",2.31786,1,6,"pseudo","A",252,3,182
"wase",4.33878,1,4,"pseudo","B",1,1,183
"bove",3.002455,0,4,"pseudo","B",2,1,183
"insows",4.54011,1,6,"pseudo","B",3,1,183
"guarantee",1.97906,1,9,"real","B",4,1,183
"tried",4.732935,0,5,"real","B",5,1,183
"asca",3.2384,0,4,"pseudo","B",6,1,183
"went",1.31143,0,4,"real","B",7,1,183
"jewel",1.85418,1,5,"real","B",8,1,183
"mout",2.32625,1,4,"pseudo","B",9,1,183
"great",3.13724,1,5,"real","B",10,1,183
"peace",2.00719,1,5,"real","B",11,1,183
"number",1.96096,1,6,"real","B",12,1,183
"truck",4.71707,0,5,"real","B",13,1,183
"wood",1.617695,1,4,"real","B",14,1,183
"clomify",0.760765,0,7,"pseudo","B",15,1,183
"bathroom",1.618315,0,8,"real","B",16,1,183
"business",0.748455,0,8,"real","B",17,1,183
"jixel",0.602615,0,5,"pseudo","B",18,1,183
"understand",0.517385,0,10,"real","B",19,1,183
"cotplicant",0.622305,0,10,"pseudo","B",20,1,183
"fite",0.592105,1,4,"pseudo","B",21,1,183
"lant",2.660965,1,4,"pseudo","B",22,1,183
"charks",0.86974,0,6,"pseudo","B",23,1,183
"natural",0.697775,0,7,"real","B",24,1,183
"fun",3.400025,1,3,"real","B",25,1,183
"left",1.751605,1,4,"real","B",26,1,183
"ot",1.024215,0,2,"pseudo","B",27,1,183
"imeyits",3.29146,1,7,"pseudo","B",28,1,183
"pencil",1.68397,1,6,"real","B",29,1,183
"chareet",4.71127,1,7,"pseudo","B",30,1,183
"ablood",2.46537,1,6,"pseudo","B",31,1,183
"baafness",2.391005,1,8,"pseudo","B",32,1,183
"street",1.851735,1,6,"real","B",33,1,183
"into",1.272215,0,4,"real","B",34,1,183
"destrifs",2.51397,0,8,"pseudo","B",35,1,183
"moon",1.372965,0,4,"real","B",36,1,183
"light",1.16938,1,5,"real","B",37,1,183
"ase",4.24136,1,3,"pseudo","B",38,1,183
"throomba",3.8341,1,8,"pseudo","B",39,1,183
"besime",3.569065,1,6,"pseudo","B",40,1,183
"yos",1.518565,1,3,"pseudo","B",41,1,183
"come",1.282755,0,4,"real","B",42,1,183
"roder",2.337415,0,5,"pseudo","B",43,1,183
"hu",4.084385,1,2,"pseudo","B",44,1,183
"flankfopper",2.249785,1,11,"pseudo","B",45,1,183
"ypla",2.499475,1,4,"pseudo","B",46,1,183
"mich",2.1467,1,4,"pseudo","B",47,1,183
"farmer",1.94942,1,6,"real","B",48,1,183
"mun",3.168915,1,3,"pseudo","B",49,1,183
"give",1.5331,1,4,"real","B",50,1,183
"ge",2.096745,0,2,"pseudo","B",51,1,183
"dolc",1.233465,1,4,"pseudo","B",52,1,183
"spu",1.88379,1,3,"pseudo","B",53,1,183
"brush",1.199065,0,5,"real","B",54,1,183
"toy",1.23802,0,3,"real","B",55,1,183
"famous",2.680745,0,6,"real","B",56,1,183
"cold",1.63137,1,4,"real","B",57,1,183
"mannanency",3.119425,1,10,"pseudo","B",58,1,183
"bangs",2.43475,1,5,"real","B",59,1,183
"hammer",2.896385,1,6,"real","B",60,1,183
"teacher",1.816755,1,7,"real","B",61,1,183
"benon",1.96619,0,5,"pseudo","B",62,1,183
"budget",2.951885,1,6,"real","B",63,1,183
"long",3.580755,0,4,"real","B",64,1,183
"plane",5.119995,0,5,"real","B",65,1,183
"sids",1.09894,0,4,"pseudo","B",66,1,183
"circus",1.6968,1,6,"real","B",67,1,183
"mader",1.06792,1,5,"pseudo","B",68,1,183
"complase",3.287605,1,8,"pseudo","B",69,1,183
"building",2.01874,1,8,"real","B",70,1,183
"time",1.68322,1,4,"real","B",71,1,183
"potent",2.369805,0,6,"real","B",72,1,183
"nuf",3.083285,1,3,"pseudo","B",73,1,183
"animal",2.245475,1,6,"real","B",74,1,183
"doubtful",2.50132,1,8,"real","B",75,1,183
"pledge",2.702785,1,6,"real","B",76,1,183
"plays",2.164925,1,5,"real","B",77,1,183
"shring",2.435185,1,6,"pseudo","B",78,1,183
"speveal",2.21687,1,7,"pseudo","B",79,1,183
"germantia",1.88403,1,9,"pseudo","B",80,1,183
"shink",1.48948,1,5,"pseudo","B",81,1,183
"sain",1.65552,0,4,"pseudo","B",82,1,183
"accustomed",1.711985,0,10,"real","B",83,1,183
"unger",3.985275,1,5,"pseudo","B",84,1,183
"eamn",3.644215,1,4,"pseudo","C",85,2,183
"utashing",0.128575,1,8,"pseudo","C",86,2,183
"rebosks",1.626515,0,7,"pseudo","C",87,2,183
"phlere",0.574785,1,6,"pseudo","C",88,2,183
"round",1.577535,1,5,"real","C",89,2,183
"distance",2.09084,1,8,"real","C",90,2,183
"liffs",1.80311,0,5,"pseudo","C",91,2,183
"pealt",4.38587,0,5,"pseudo","C",92,2,183
"guoys",1.7282,1,5,"pseudo","C",93,2,183
"hungry",2.43879,1,6,"real","C",94,2,183
"daople",1.945285,1,6,"pseudo","C",95,2,183
"question",2.550415,1,8,"real","C",96,2,183
"rackle",1.46975,1,6,"pseudo","C",97,2,183
"scays",1.816075,0,5,"pseudo","C",98,2,183
"pretty",2.033345,1,6,"real","C",99,2,183
"almost",2.14618,1,6,"real","C",100,2,183
"twew",4.81196,1,4,"pseudo","C",101,2,183
"hot",1.64954,1,3,"real","C",102,2,183
"configuration",2.81976,0,13,"real","C",103,2,183
"good",2.72853,1,4,"real","C",104,2,183
"cok",2.356585,0,3,"pseudo","C",105,2,183
"short",2.05114,1,5,"real","C",106,2,183
"compliment",2.23522,1,10,"real","C",107,2,183
"freat",1.886865,1,5,"pseudo","C",108,2,183
"appropriates",1.562545,1,12,"real","C",109,2,183
"snose",1.558325,1,5,"pseudo","C",110,2,183
"look",1.14334,1,4,"real","C",111,2,183
"overwhelm",1.60301,0,9,"real","C",112,2,183
"cas",3.6357,1,3,"pseudo","C",113,2,183
"lame",4.138965,1,4,"real","C",114,2,183
"woft",2.631895,1,4,"pseudo","C",115,2,183
"molent",8.686525,0,6,"pseudo","C",116,2,183
"albust",4.966115,1,6,"pseudo","C",117,2,183
"history",2.085135,1,7,"real","C",118,2,183
"through",1.562545,0,7,"real","C",119,2,183
"loleh",0.93346,0,5,"pseudo","C",120,2,183
"orn",1.115395,1,3,"pseudo","C",121,2,183
"brubs",1.100385,1,5,"pseudo","C",122,2,183
"ap",0.577435,1,2,"pseudo","C",123,2,183
"che",1.4431,0,3,"pseudo","C",124,2,183
"agreed",2.10466,0,6,"real","C",125,2,183
"gurynh",0.569115,0,6,"pseudo","C",126,2,183
"banny",3.08465,0,5,"pseudo","C",127,2,183
"open",0.431375,0,4,"real","C",128,2,183
"qualify",0.37361,0,7,"real","C",129,2,183
"oban",0.50206,1,4,"pseudo","C",130,2,183
"name",0.16686,1,4,"real","C",131,2,183
"money",0.34548,1,5,"real","C",132,2,183
"gravel",0.21556,0,6,"real","C",133,2,183
"pame",2.663575,1,4,"pseudo","C",134,2,183
"sick",0.679675,0,4,"real","C",135,2,183
"investigate",0.63833,1,11,"real","C",136,2,183
"swane",0.73526,0,5,"pseudo","C",137,2,183
"naw",0.477765,1,3,"pseudo","C",138,2,183
"him",0.507335,1,3,"real","C",139,2,183
"slace",1.13428,1,5,"pseudo","C",140,2,183
"hane",0.597165,1,4,"pseudo","C",141,2,183
"duttery",0.833235,0,7,"pseudo","C",142,2,183
"garden",0.68453,0,6,"real","C",143,2,183
"drustion",0.066065,1,8,"pseudo","C",144,2,183
"chance",0.08237,0,6,"real","C",145,2,183
"garment",0.005945,0,7,"real","C",146,2,183
"fafever",0.00394,1,7,"pseudo","C",147,2,183
"candy",0.583375,1,5,"real","C",148,2,183
"an",0.129655,0,2,"real","C",149,2,183
"watch",0.03852,0,5,"real","C",150,2,183
"more",0.00295,1,4,"real","C",151,2,183
"imagine",0.00299,1,7,"real","C",152,2,183
"contain",0.167125,1,7,"real","C",153,2,183
"people",0.133365,0,6,"real","C",154,2,183
"fistory",0.278315,1,7,"pseudo","C",155,2,183
"alk",0.23509,0,3,"pseudo","C",156,2,183
"complete",0.02897,0,8,"real","C",157,2,183
"spy",0.00432,1,3,"real","C",158,2,183
"chanding",0.05108,0,8,"pseudo","C",159,2,183
"runey",0.301595,0,5,"pseudo","C",160,2,183
"khtna",0.332275,0,5,"pseudo","C",161,2,183
"begin",0.148765,0,5,"real","C",162,2,183
"hello",0.003585,1,5,"real","C",163,2,183
"collosks",0.032235,0,8,"pseudo","C",164,2,183
"morning",0.16498,0,7,"real","C",165,2,183
"grasshopper",0.198165,0,11,"real","C",166,2,183
"dogo",0.334525,0,4,"pseudo","C",167,2,183
"cotosks",0.28817,1,7,"pseudo","C",168,2,183
"sit",0.405635,0,3,"real","A",169,3,183
"stenil",0.324635,1,6,"pseudo","A",170,3,183
"streat",0.059715,0,6,"pseudo","A",171,3,183
"liberty",0.16306,0,7,"real","A",172,3,183
"we",0.030545,0,2,"real","A",173,3,183
"fatter",3.36537,0,6,"real","A",174,3,183
"without",0.71461,1,7,"real","A",175,3,183
"from",0.42497,1,4,"real","A",176,3,183
"wared",0.371665,0,5,"pseudo","A",177,3,183
"nied",1.32324,1,4,"pseudo","A",178,3,183
"brought",0.59125,0,7,"real","A",179,3,183
"bledge",0.218905,0,6,"pseudo","A",180,3,183
"coth",0.481525,1,4,"pseudo","A",181,3,183
"lunch",0.07793,0,5,"real","A",182,3,183
"bads",0.75467,0,4,"pseudo","A",183,3,183
"om",0.18187,1,2,"pseudo","A",184,3,183
"sint",0.58456,1,4,"pseudo","A",185,3,183
"leld",0.247625,1,4,"pseudo","A",186,3,183
"will",0.966495,0,4,"real","A",187,3,183
"ip",0.276775,0,2,"pseudo","A",188,3,183
"whose",0.051765,0,5,"real","A",189,3,183
"ujst",0.295855,1,4,"pseudo","A",190,3,183
"slellen",0.166945,0,7,"pseudo","A",191,3,183
"trood",0.07977,0,5,"pseudo","A",192,3,183
"faster",0.053555,1,6,"real","A",193,3,183
"miss",1.02814,0,4,"real","A",194,3,183
"purchase",0.100875,0,8,"real","A",195,3,183
"dryer",0.21074,0,5,"real","A",196,3,183
"loms",0.085895,0,4,"pseudo","A",197,3,183
"testify",0.09576,0,7,"real","A",198,3,183
"however",1.37998,0,7,"real","A",199,3,183
"ggnoi",0.239915,0,5,"pseudo","A",200,3,183
"reverse",0.257695,0,7,"real","A",201,3,183
"guess",0.13132,1,5,"real","A",202,3,183
"bulbet",0.05248,0,6,"pseudo","A",203,3,183
"library",0.261565,1,7,"real","A",204,3,183
"tis",0.097665,0,3,"pseudo","A",205,3,183
"sun",0.06193,1,3,"real","A",206,3,183
"elements",0.03039,0,8,"real","A",207,3,183
"them",0.256885,1,4,"real","A",208,3,183
"cibsus",0.004995,1,6,"pseudo","A",209,3,183
"best",0.12859,1,4,"real","A",210,3,183
"hus",1.89496,1,3,"pseudo","A",211,3,183
"ginth",0.58793,0,5,"pseudo","A",212,3,183
"crit",0.109715,0,4,"pseudo","A",213,3,183
"inni",0.08171,0,4,"pseudo","A",214,3,183
"arsher",0.97365,0,6,"pseudo","A",215,3,183
"mystery",0.36959,1,7,"real","A",216,3,183
"night",1.64804,1,5,"real","A",217,3,183
"trull",0.217235,0,5,"pseudo","A",218,3,183
"nop",0.115865,0,3,"pseudo","A",219,3,183
"ancrusinishness",1.013765,0,15,"pseudo","A",220,3,183
"groon",2.05241,0,5,"pseudo","A",221,3,183
"shine",0.563765,1,5,"real","A",222,3,183
"cuppom",0.993585,0,6,"pseudo","A",223,3,183
"beeltisul",0.332,0,9,"pseudo","A",224,3,183
"waves",0.414605,1,5,"real","A",225,3,183
"uoy",1.24976,0,3,"pseudo","A",226,3,183
"telescoped",0.736425,1,10,"real","A",227,3,183
"once",0.91576,1,4,"real","A",228,3,183
"arm",0.246115,1,3,"real","A",229,3,183
"telechinct",0.879645,0,10,"pseudo","A",230,3,183
"custom",1.00065,1,6,"real","A",231,3,183
"inside",0.42021,1,6,"real","A",232,3,183
"back",0.03414,1,4,"real","A",233,3,183
"answer",0.181535,1,6,"real","A",234,3,183
"blans",0.615115,0,5,"pseudo","A",235,3,183
"invent",0.555255,1,6,"real","A",236,3,183
"resolve",0.800205,1,7,"real","A",237,3,183
"listen",0.11654,1,6,"real","A",238,3,183
"nulch",0.05536,0,5,"pseudo","A",239,3,183
"fror",0.061445,0,4,"pseudo","A",240,3,183
"ef",2.147445,1,2,"pseudo","A",241,3,183
"hust",0.596995,1,4,"pseudo","A",242,3,183
"tfaer",0.36668,1,5,"pseudo","A",243,3,183
"losh",0.466165,0,4,"pseudo","A",244,3,183
"pickle",0.224755,0,6,"real","A",245,3,183
"play",0.097785,0,4,"real","A",246,3,183
"strosh",0.08055,0,6,"pseudo","A",247,3,183
"black",0.24913,1,5,"real","A",248,3,183
"become",0.204545,1,6,"real","A",249,3,183
"sudsage",0.105015,1,7,"pseudo","A",250,3,183
"fattify",0.14542,1,7,"pseudo","A",251,3,183
"describe",1.88226,0,8,"real","A",252,3,183
"clomify",2.831375,0,7,"pseudo","B",1,1,184
"mich",2.858825,0,4,"pseudo","B",2,1,184
"imeyits",1.95134,1,7,"pseudo","B",3,1,184
"shink",1.736635,0,5,"pseudo","B",4,1,184
"animal",2.296685,1,6,"real","B",5,1,184
"mout",2.299865,1,4,"pseudo","B",6,1,184
"ge",1.486925,1,2,"pseudo","B",7,1,184
"wood",1.284605,1,4,"real","B",8,1,184
"charks",1.384485,0,6,"pseudo","B",9,1,184
"plane",1.90059,1,5,"real","B",10,1,184
"business",1.603975,1,8,"real","B",11,1,184
"budget",1.517475,0,6,"real","B",12,1,184
"went",1.634305,1,4,"real","B",13,1,184
"asca",1.35046,1,4,"pseudo","B",14,1,184
"understand",1.217195,1,10,"real","B",15,1,184
"accustomed",2.81954,0,10,"real","B",16,1,184
"circus",1.70515,0,6,"real","B",17,1,184
"farmer",1.1961,1,6,"real","B",18,1,184
"potent",1.043575,1,6,"real","B",19,1,184
"sids",1.47208,1,4,"pseudo","B",20,1,184
"bove",2.98093,1,4,"pseudo","B",21,1,184
"left",1.259865,1,4,"real","B",22,1,184
"ot",1.26645,1,2,"pseudo","B",23,1,184
"cotplicant",1.2925,0,10,"pseudo","B",24,1,184
"give",1.48275,1,4,"real","B",25,1,184
"destrifs",1.099075,1,8,"pseudo","B",26,1,184
"speveal",1.461445,1,7,"pseudo","B",27,1,184
"plays",1.36942,1,5,"real","B",28,1,184
"yos",1.3017,1,3,"pseudo","B",29,1,184
"truck",1.06567,1,5,"real","B",30,1,184
"complase",2.98785,0,8,"pseudo","B",31,1,184
"ypla",1.30775,1,4,"pseudo","B",32,1,184
"hammer",1.30968,1,6,"real","B",33,1,184
"number",2.321085,1,6,"real","B",34,1,184
"jixel",1.515575,1,5,"pseudo","B",35,1,184
"pledge",2.01582,0,6,"real","B",36,1,184
"building",1.28987,1,8,"real","B",37,1,184
"besime",1.983425,1,6,"pseudo","B",38,1,184
