"word","rt","acc","wordLength","realpseudo","wordList","stimOrder","stimBlock","subj"
"doubtful",0.564785,0,8,"real","B",137,2,147
"cotplicant",0.981545,1,10,"pseudo","B",138,2,147
"animal",0.865375,1,6,"real","B",139,2,147
"yos",0.7377,1,3,"pseudo","B",140,2,147
"ge",22.962845,0,2,"pseudo","B",141,2,147
"throomba",1.01655,1,8,"pseudo","B",142,2,147
"baafness",0.651115,1,8,"pseudo","B",143,2,147
"number",0.719595,0,6,"real","B",144,2,147
"roder",0.820085,0,5,"pseudo","B",145,2,147
"accustomed",0.8488,0,10,"real","B",146,2,147
"spu",0.864385,1,3,"pseudo","B",147,2,147
"unger",0.673575,1,5,"pseudo","B",148,2,147
"business",0.731655,1,8,"real","B",149,2,147
"imeyits",3.03067,1,7,"pseudo","B",150,2,147
"street",2.091225,1,6,"real","B",151,2,147
"plane",1.22322,1,5,"real","B",152,2,147
"benon",1.26484,1,5,"pseudo","B",153,2,147
"destrifs",0.87187,1,8,"pseudo","B",154,2,147
"mader",0.982755,0,5,"pseudo","B",155,2,147
"natural",1.847075,1,7,"real","B",156,2,147
"cold",0.88399,1,4,"real","B",157,2,147
"potent",0.788185,1,6,"real","B",158,2,147
"ase",0.981635,1,3,"pseudo","B",159,2,147
"understand",0.97493,1,10,"real","B",160,2,147
"speveal",1.201165,0,7,"pseudo","B",161,2,147
"budget",0.63532,0,6,"real","B",162,2,147
"charks",2.15126,0,6,"pseudo","B",163,2,147
"famous",1.083585,1,6,"real","B",164,2,147
"toy",2.770705,1,3,"real","B",165,2,147
"into",0.947925,1,4,"real","B",166,2,147
"bangs",1.065675,0,5,"real","B",167,2,147
"insows",1.31447,1,6,"pseudo","B",168,2,147
"lunch",1.34973,1,5,"real","A",169,3,147
"ujst",1.129795,1,4,"pseudo","A",170,3,147
"custom",0.743425,1,6,"real","A",171,3,147
"library",0.991285,1,7,"real","A",172,3,147
"reverse",0.775435,0,7,"real","A",173,3,147
"nop",0.60085,1,3,"pseudo","A",174,3,147
"beeltisul",0.718955,0,9,"pseudo","A",175,3,147
"trood",0.77704,1,5,"pseudo","A",176,3,147
"faster",0.79795,1,6,"real","A",177,3,147
"mystery",0.76859,1,7,"real","A",178,3,147
"ggnoi",1.100395,1,5,"pseudo","A",179,3,147
"tfaer",1.232305,1,5,"pseudo","A",180,3,147
"arsher",0.91986,0,6,"pseudo","A",181,3,147
"fror",0.649255,1,4,"pseudo","A",182,3,147
"inni",0.598465,1,4,"pseudo","A",183,3,147
"nulch",0.57514,1,5,"pseudo","A",184,3,147
"ef",0.582715,1,2,"pseudo","A",185,3,147
"shine",0.89756,1,5,"real","A",186,3,147
"cibsus",0.86488,0,6,"pseudo","A",187,3,147
"loms",0.30201,1,4,"pseudo","A",188,3,147
"become",0.86273,1,6,"real","A",189,3,147
"testify",0.665045,1,7,"real","A",190,3,147
"back",0.632465,1,4,"real","A",191,3,147
"miss",0.55529,1,4,"real","A",192,3,147
"bledge",0.56549,0,6,"pseudo","A",193,3,147
"however",0.58265,1,7,"real","A",194,3,147
"we",0.556665,0,2,"real","A",195,3,147
"slellen",0.713925,1,7,"pseudo","A",196,3,147
"blans",0.48788,0,5,"pseudo","A",197,3,147
"crit",1.34726,1,4,"pseudo","A",198,3,147
"fatter",0.88809,1,6,"real","A",199,3,147
"answer",1.354405,1,6,"real","A",200,3,147
"sit",0.82363,0,3,"real","A",201,3,147
"waves",1.849695,1,5,"real","A",202,3,147
"bads",0.718535,0,4,"pseudo","A",203,3,147
"stenil",0.784885,0,6,"pseudo","A",204,3,147
"fattify",0.85166,1,7,"pseudo","A",205,3,147
"night",1.23488,1,5,"real","A",206,3,147
"sint",1.23102,1,4,"pseudo","A",207,3,147
"whose",0.81999,1,5,"real","A",208,3,147
"bulbet",1.28629,1,6,"pseudo","A",209,3,147
"best",0.0852,0,4,"real","A",210,3,147
"invent",1.94255,1,6,"real","A",211,3,147
"tis",0.831285,0,3,"pseudo","A",212,3,147
"cuppom",0.714525,1,6,"pseudo","A",213,3,147
"sun",0.57355,1,3,"real","A",214,3,147
"wared",1.20516,0,5,"pseudo","A",215,3,147
"black",0.78231,1,5,"real","A",216,3,147
"inside",0.474265,0,6,"real","A",217,3,147
"ancrusinishness",0.74793,0,15,"pseudo","A",218,3,147
"from",1.10516,1,4,"real","A",219,3,147
"purchase",4.41621,1,8,"real","A",220,3,147
"them",0.802135,1,4,"real","A",221,3,147
"telechinct",0.56917,0,10,"pseudo","A",222,3,147
"streat",0.807825,0,6,"pseudo","A",223,3,147
"elements",0.418925,0,8,"real","A",224,3,147
"leld",0.101665,0,4,"pseudo","A",225,3,147
"hust",0.000935,0,4,"pseudo","A",226,3,147
"sudsage",0.058135,0,7,"pseudo","A",227,3,147
"om",0.0509,0,2,"pseudo","A",228,3,147
"ip",0.58343,1,2,"pseudo","A",229,3,147
"guess",0.052205,0,5,"real","A",230,3,147
"will",0.101225,1,4,"real","A",231,3,147
"losh",0.03757,0,4,"pseudo","A",232,3,147
"once",0.085285,0,4,"real","A",233,3,147
"liberty",0.134555,0,7,"real","A",234,3,147
"coth",0.44121,1,4,"pseudo","A",235,3,147
"resolve",0.419125,0,7,"real","A",236,3,147
"strosh",0.0691,0,6,"pseudo","A",237,3,147
"hus",0.468025,1,3,"pseudo","A",238,3,147
"listen",0.30106,1,6,"real","A",239,3,147
"play",0.784295,1,4,"real","A",240,3,147
"telescoped",0.585585,1,10,"real","A",241,3,147
"describe",0.59544,1,8,"real","A",242,3,147
"uoy",1.01493,1,3,"pseudo","A",243,3,147
"pickle",0.549195,0,6,"real","A",244,3,147
"nied",0.485155,0,4,"pseudo","A",245,3,147
"groon",0.50192,0,5,"pseudo","A",246,3,147
"ginth",0.382995,0,5,"pseudo","A",247,3,147
"trull",0.08992,1,5,"pseudo","A",248,3,147
"dryer",0.37288,0,5,"real","A",249,3,147
"without",0.482555,1,7,"real","A",250,3,147
"brought",1.98566,1,7,"real","A",251,3,147
"arm",1.86511,0,3,"real","A",252,3,147
"phlere",0.72543,1,6,"pseudo","C",1,1,148
"overwhelm",0.86588,1,9,"real","C",2,1,148
"spy",0.613005,1,3,"real","C",3,1,148
"agreed",0.66129,1,6,"real","C",4,1,148
"duttery",0.63339,1,7,"pseudo","C",5,1,148
"naw",0.732865,1,3,"pseudo","C",6,1,148
"albust",0.58334,1,6,"pseudo","C",7,1,148
"drustion",0.724815,1,8,"pseudo","C",8,1,148
"lame",1.334065,1,4,"real","C",9,1,148
"contain",0.649855,0,7,"real","C",10,1,148
"name",0.758525,1,4,"real","C",11,1,148
"snose",0.811555,0,5,"pseudo","C",12,1,148
"utashing",0.863485,1,8,"pseudo","C",13,1,148
"sick",0.524175,1,4,"real","C",14,1,148
"imagine",0.69233,1,7,"real","C",15,1,148
"investigate",0.74852,0,11,"real","C",16,1,148
"guoys",0.79688,1,5,"pseudo","C",17,1,148
"short",0.534315,1,5,"real","C",18,1,148
"pretty",0.849165,1,6,"real","C",19,1,148
"slace",0.78812,1,5,"pseudo","C",20,1,148
"woft",0.98817,1,4,"pseudo","C",21,1,148
"appropriates",0.687305,0,12,"real","C",22,1,148
"money",0.77046,1,5,"real","C",23,1,148
"more",0.81037,1,4,"real","C",24,1,148
"history",0.78366,1,7,"real","C",25,1,148
"garment",0.84839,0,7,"real","C",26,1,148
"chance",0.675625,1,6,"real","C",27,1,148
"molent",0.9952,1,6,"pseudo","C",28,1,148
"alk",0.97083,1,3,"pseudo","C",29,1,148
"oban",0.58411,1,4,"pseudo","C",30,1,148
"an",0.888575,0,2,"real","C",31,1,148
"chanding",0.81592,0,8,"pseudo","C",32,1,148
"hane",0.76973,1,4,"pseudo","C",33,1,148
"scays",0.91516,0,5,"pseudo","C",34,1,148
"configuration",0.678515,0,13,"real","C",35,1,148
"eamn",0.72916,1,4,"pseudo","C",36,1,148
"runey",0.57538,1,5,"pseudo","C",37,1,148
"fistory",0.767555,1,7,"pseudo","C",38,1,148
"almost",0.646345,1,6,"real","C",39,1,148
"question",0.763435,1,8,"real","C",40,1,148
"banny",0.751325,1,5,"pseudo","C",41,1,148
"daople",0.60101,1,6,"pseudo","C",42,1,148
"open",0.87448,1,4,"real","C",43,1,148
"hot",0.559525,1,3,"real","C",44,1,148
"fafever",0.68,0,7,"pseudo","C",45,1,148
"pealt",0.729915,1,5,"pseudo","C",46,1,148
"round",0.385165,1,5,"real","C",47,1,148
"che",0.740305,1,3,"pseudo","C",48,1,148
"twew",0.61202,1,4,"pseudo","C",49,1,148
"candy",0.56997,0,5,"real","C",50,1,148
"hello",0.79388,1,5,"real","C",51,1,148
"freat",1.135715,1,5,"pseudo","C",52,1,148
"swane",1.09193,1,5,"pseudo","C",53,1,148
"gurynh",0.9967,1,6,"pseudo","C",54,1,148
"good",0.643635,1,4,"real","C",55,1,148
"brubs",1.215935,0,5,"pseudo","C",56,1,148
"ap",0.98641,1,2,"pseudo","C",57,1,148
"compliment",0.56913,1,10,"real","C",58,1,148
"people",0.58219,1,6,"real","C",59,1,148
"liffs",0.65972,1,5,"pseudo","C",60,1,148
"complete",0.704155,1,8,"real","C",61,1,148
"watch",0.7782,1,5,"real","C",62,1,148
"cok",0.54555,1,3,"pseudo","C",63,1,148
"garden",0.788805,1,6,"real","C",64,1,148
"pame",0.75204,1,4,"pseudo","C",65,1,148
"through",0.709835,0,7,"real","C",66,1,148
"look",0.260145,1,4,"real","C",67,1,148
"begin",0.507035,1,5,"real","C",68,1,148
"loleh",0.483025,1,5,"pseudo","C",69,1,148
"morning",0.735365,0,7,"real","C",70,1,148
"orn",0.60853,0,3,"pseudo","C",71,1,148
"hungry",1.231175,1,6,"real","C",72,1,148
"qualify",0.77142,0,7,"real","C",73,1,148
"him",0.580505,1,3,"real","C",74,1,148
"dogo",0.672455,1,4,"pseudo","C",75,1,148
"distance",0.71477,1,8,"real","C",76,1,148
"rebosks",1.40728,1,7,"pseudo","C",77,1,148
"grasshopper",0.934605,1,11,"real","C",78,1,148
"rackle",0.687185,1,6,"pseudo","C",79,1,148
"khtna",0.707725,1,5,"pseudo","C",80,1,148
"cas",0.753255,1,3,"pseudo","C",81,1,148
"cotosks",0.570485,1,7,"pseudo","C",82,1,148
"gravel",0.793185,1,6,"real","C",83,1,148
"collosks",0.653945,1,8,"pseudo","C",84,1,148
"trull",1.25553,1,5,"pseudo","A",85,2,148
"groon",0.53734,1,5,"pseudo","A",86,2,148
"bledge",0.603515,1,6,"pseudo","A",87,2,148
"trood",0.60862,1,5,"pseudo","A",88,2,148
"reverse",0.66312,0,7,"real","A",89,2,148
"resolve",0.54376,1,7,"real","A",90,2,148
"shine",0.678345,0,5,"real","A",91,2,148
"hus",0.624725,1,3,"pseudo","A",92,2,148
"slellen",0.69765,0,7,"pseudo","A",93,2,148
"best",0.378355,0,4,"real","A",94,2,148
"cuppom",0.68201,1,6,"pseudo","A",95,2,148
"tfaer",0.727895,1,5,"pseudo","A",96,2,148
"leld",0.62815,1,4,"pseudo","A",97,2,148
"mystery",0.664785,1,7,"real","A",98,2,148
"invent",0.58932,1,6,"real","A",99,2,148
"streat",0.84696,0,6,"pseudo","A",100,2,148
"stenil",0.679775,1,6,"pseudo","A",101,2,148
"ujst",0.91503,1,4,"pseudo","A",102,2,148
"uoy",0.52831,1,3,"pseudo","A",103,2,148
"blans",0.790985,0,5,"pseudo","A",104,2,148
"hust",0.61617,1,4,"pseudo","A",105,2,148
"purchase",0.82532,1,8,"real","A",106,2,148
"fror",0.58267,1,4,"pseudo","A",107,2,148
"miss",0.735465,1,4,"real","A",108,2,148
"ggnoi",0.596925,1,5,"pseudo","A",109,2,148
"coth",0.880325,1,4,"pseudo","A",110,2,148
"bads",0.64159,0,4,"pseudo","A",111,2,148
"sint",1.16499,1,4,"pseudo","A",112,2,148
"ip",0.7115,1,2,"pseudo","A",113,2,148
"waves",0.786685,1,5,"real","A",114,2,148
"nop",0.65996,1,3,"pseudo","A",115,2,148
"sun",0.770925,1,3,"real","A",116,2,148
"answer",0.927905,1,6,"real","A",117,2,148
"without",0.485825,1,7,"real","A",118,2,148
"we",0.517255,1,2,"real","A",119,2,148
"tis",0.56868,1,3,"pseudo","A",120,2,148
"dryer",0.658765,1,5,"real","A",121,2,148
"fattify",0.467665,1,7,"pseudo","A",122,2,148
"wared",0.6219,0,5,"pseudo","A",123,2,148
"whose",0.782105,1,5,"real","A",124,2,148
"pickle",0.643465,0,6,"real","A",125,2,148
"liberty",0.816685,1,7,"real","A",126,2,148
"library",0.63415,1,7,"real","A",127,2,148
"beeltisul",0.464095,1,9,"pseudo","A",128,2,148
"elements",0.750625,1,8,"real","A",129,2,148
"faster",0.95209,1,6,"real","A",130,2,148
"cibsus",0.58172,1,6,"pseudo","A",131,2,148
"become",0.56021,1,6,"real","A",132,2,148
"black",0.120815,0,5,"real","A",133,2,148
"nulch",0.834,1,5,"pseudo","A",134,2,148
"ancrusinishness",0.948455,0,15,"pseudo","A",135,2,148
"arsher",1.35377,0,6,"pseudo","A",136,2,148
"crit",0.04525,0,4,"pseudo","A",137,2,148
"fatter",0.8317,1,6,"real","A",138,2,148
"inside",0.82188,1,6,"real","A",139,2,148
"ginth",0.608275,1,5,"pseudo","A",140,2,148
"from",0.83658,1,4,"real","A",141,2,148
"telechinct",0.592245,1,10,"pseudo","A",142,2,148
"them",0.555395,1,4,"real","A",143,2,148
"strosh",0.66671,1,6,"pseudo","A",144,2,148
"bulbet",0.84249,1,6,"pseudo","A",145,2,148
"nied",0.582325,0,4,"pseudo","A",146,2,148
"back",0.94642,1,4,"real","A",147,2,148
"testify",0.78768,1,7,"real","A",148,2,148
"will",3.045575,1,4,"real","A",149,2,148
"play",1.803435,1,4,"real","A",150,2,148
"arm",0.733835,1,3,"real","A",151,2,148
"sudsage",0.755645,0,7,"pseudo","A",152,2,148
"ef",0.57859,1,2,"pseudo","A",153,2,148
"loms",0.56144,1,4,"pseudo","A",154,2,148
"inni",1.419125,1,4,"pseudo","A",155,2,148
"brought",0.820775,1,7,"real","A",156,2,148
"lunch",0.612375,1,5,"real","A",157,2,148
"describe",1.371725,1,8,"real","A",158,2,148
"once",0.56684,1,4,"real","A",159,2,148
"night",0.483615,1,5,"real","A",160,2,148
"telescoped",1.12756,1,10,"real","A",161,2,148
"listen",0.56503,1,6,"real","A",162,2,148
"losh",0.688425,1,4,"pseudo","A",163,2,148
"om",0.714215,1,2,"pseudo","A",164,2,148
"guess",0.803955,1,5,"real","A",165,2,148
"sit",0.604695,0,3,"real","A",166,2,148
"however",0.77619,1,7,"real","A",167,2,148
"custom",0.431495,1,6,"real","A",168,2,148
"truck",0.700835,1,5,"real","B",169,3,148
"benon",1.123635,1,5,"pseudo","B",170,3,148
"destrifs",0.986995,0,8,"pseudo","B",171,3,148
"plays",0.755115,1,5,"real","B",172,3,148
"guarantee",1.307305,1,9,"real","B",173,3,148
"speveal",0.63946,1,7,"pseudo","B",174,3,148
"insows",1.46247,0,6,"pseudo","B",175,3,148
"unger",0.52886,1,5,"pseudo","B",176,3,148
"throomba",0.62006,1,8,"pseudo","B",177,3,148
"ypla",0.52315,1,4,"pseudo","B",178,3,148
"potent",0.57485,0,6,"real","B",179,3,148
"moon",0.98599,1,4,"real","B",180,3,148
"bangs",0.907145,1,5,"real","B",181,3,148
"chareet",1.33087,0,7,"pseudo","B",182,3,148
"baafness",0.756395,1,8,"pseudo","B",183,3,148
"shink",0.76695,0,5,"pseudo","B",184,3,148
"nuf",0.90246,1,3,"pseudo","B",185,3,148
"mannanency",1.024585,0,10,"pseudo","B",186,3,148
"clomify",0.73963,1,7,"pseudo","B",187,3,148
"ot",0.53998,1,2,"pseudo","B",188,3,148
"circus",0.908115,1,6,"real","B",189,3,148
"light",0.714795,1,5,"real","B",190,3,148
"bathroom",1.4957,1,8,"real","B",191,3,148
"went",1.313205,1,4,"real","B",192,3,148
"besime",1.038575,0,6,"pseudo","B",193,3,148
"ablood",0.54069,1,6,"pseudo","B",194,3,148
"mout",0.61954,1,4,"pseudo","B",195,3,148
"imeyits",0.67327,1,7,"pseudo","B",196,3,148
"pledge",0.55585,1,6,"real","B",197,3,148
"left",0.50236,0,4,"real","B",198,3,148
"flankfopper",1.39479,1,11,"pseudo","B",199,3,148
"cold",0.7751,1,4,"real","B",200,3,148
"animal",0.674085,1,6,"real","B",201,3,148
"bove",1.091685,1,4,"pseudo","B",202,3,148
"peace",0.649405,1,5,"real","B",203,3,148
"cotplicant",0.411945,0,10,"pseudo","B",204,3,148
"spu",0.54203,0,3,"pseudo","B",205,3,148
"jixel",0.36424,1,5,"pseudo","B",206,3,148
"ase",0.69435,1,3,"pseudo","B",207,3,148
"plane",0.48852,0,5,"real","B",208,3,148
"fite",0.563965,1,4,"pseudo","B",209,3,148
"roder",1.459555,0,5,"pseudo","B",210,3,148
"fun",0.677465,1,3,"real","B",211,3,148
"business",0.806495,1,8,"real","B",212,3,148
"hammer",1.045185,1,6,"real","B",213,3,148
"understand",0.601835,1,10,"real","B",214,3,148
"jewel",0.81377,1,5,"real","B",215,3,148
"mich",1.029905,1,4,"pseudo","B",216,3,148
"number",0.569205,1,6,"real","B",217,3,148
"yos",0.647345,1,3,"pseudo","B",218,3,148
"natural",0.78145,1,7,"real","B",219,3,148
"dolc",0.73073,1,4,"pseudo","B",220,3,148
"sain",1.125785,0,4,"pseudo","B",221,3,148
"wase",1.43164,0,4,"pseudo","B",222,3,148
"pencil",0.858255,1,6,"real","B",223,3,148
"come",0.589525,1,4,"real","B",224,3,148
"give",0.484625,1,4,"real","B",225,3,148
"charks",1.283195,1,6,"pseudo","B",226,3,148
"asca",1.81576,0,4,"pseudo","B",227,3,148
"time",0.664595,0,4,"real","B",228,3,148
"doubtful",0.922375,1,8,"real","B",229,3,148
"famous",0.573285,1,6,"real","B",230,3,148
"mun",0.78644,1,3,"pseudo","B",231,3,148
"into",0.82159,1,4,"real","B",232,3,148
"complase",0.68495,0,8,"pseudo","B",233,3,148
"shring",1.058995,1,6,"pseudo","B",234,3,148
"great",0.82211,1,5,"real","B",235,3,148
"germantia",0.72366,1,9,"pseudo","B",236,3,148
"ge",0.83902,0,2,"pseudo","B",237,3,148
"sids",0.88598,0,4,"pseudo","B",238,3,148
"wood",0.83335,1,4,"real","B",239,3,148
"building",0.63628,0,8,"real","B",240,3,148
"long",0.60038,1,4,"real","B",241,3,148
"tried",0.83855,1,5,"real","B",242,3,148
"toy",0.748615,1,3,"real","B",243,3,148
"budget",0.842725,1,6,"real","B",244,3,148
"hu",0.72166,1,2,"pseudo","B",245,3,148
"lant",1.304795,1,4,"pseudo","B",246,3,148
"teacher",0.6817,1,7,"real","B",247,3,148
"farmer",0.999975,1,6,"real","B",248,3,148
"accustomed",1.43924,0,10,"real","B",249,3,148
"mader",0.79762,0,5,"pseudo","B",250,3,148
"brush",0.841715,1,5,"real","B",251,3,148
"street",0.64551,1,6,"real","B",252,3,148
"sun",0.80364,1,3,"real","A",1,1,149
"cuppom",1.83707,1,6,"pseudo","A",2,1,149
"best",0.73861,1,4,"real","A",3,1,149
"uoy",0.734015,1,3,"pseudo","A",4,1,149
"crit",1.1544,0,4,"pseudo","A",5,1,149
"tis",10.284005,1,3,"pseudo","A",6,1,149
"bads",0.887325,0,4,"pseudo","A",7,1,149
"ancrusinishness",1.84014,1,15,"pseudo","A",8,1,149
"waves",0.786615,1,5,"real","A",9,1,149
"lunch",0.71976,1,5,"real","A",10,1,149
"from",0.639945,1,4,"real","A",11,1,149
"sit",0.643295,1,3,"real","A",12,1,149
"blans",1.299845,0,5,"pseudo","A",13,1,149
"arsher",0.986355,1,6,"pseudo","A",14,1,149
"purchase",1.023435,1,8,"real","A",15,1,149
"testify",1.611,1,7,"real","A",16,1,149
"dryer",1.15087,1,5,"real","A",17,1,149
"nop",0.820415,1,3,"pseudo","A",18,1,149
"hust",1.920705,1,4,"pseudo","A",19,1,149
"fror",0.991515,1,4,"pseudo","A",20,1,149
"nulch",1.004255,1,5,"pseudo","A",21,1,149
"streat",1.08482,0,6,"pseudo","A",22,1,149
"arm",0.81753,1,3,"real","A",23,1,149
"liberty",1.733825,1,7,"real","A",24,1,149
"tfaer",1.753305,1,5,"pseudo","A",25,1,149
"elements",0.80811,1,8,"real","A",26,1,149
"will",0.60385,1,4,"real","A",27,1,149
"cibsus",0.818465,1,6,"pseudo","A",28,1,149
"bledge",1.469,1,6,"pseudo","A",29,1,149
"trull",0.804805,0,5,"pseudo","A",30,1,149
"pickle",0.951695,1,6,"real","A",31,1,149
"telescoped",0.86297,1,10,"real","A",32,1,149
"answer",0.673015,1,6,"real","A",33,1,149
"losh",0.901425,1,4,"pseudo","A",34,1,149
"nied",1.48558,1,4,"pseudo","A",35,1,149
"whose",1.66345,0,5,"real","A",36,1,149
"guess",1.58599,1,5,"real","A",37,1,149
"we",0.524995,1,2,"real","A",38,1,149
"without",0.653255,1,7,"real","A",39,1,149
"trood",0.88807,1,5,"pseudo","A",40,1,149
"leld",1.12885,0,4,"pseudo","A",41,1,149
"strosh",1.70496,1,6,"pseudo","A",42,1,149
"resolve",0.849715,1,7,"real","A",43,1,149
"mystery",0.73294,1,7,"real","A",44,1,149
"loms",0.811335,1,4,"pseudo","A",45,1,149
"om",0.89604,1,2,"pseudo","A",46,1,149
"them",0.61704,1,4,"real","A",47,1,149
"ef",0.867085,1,2,"pseudo","A",48,1,149
"fattify",0.92418,1,7,"pseudo","A",49,1,149
"become",0.635835,1,6,"real","A",50,1,149
"telechinct",1.03966,0,10,"pseudo","A",51,1,149
"fatter",1.554575,0,6,"real","A",52,1,149
"describe",1.096355,1,8,"real","A",53,1,149
"faster",0.792855,1,6,"real","A",54,1,149
"sint",1.286145,1,4,"pseudo","A",55,1,149
"back",1.05451,1,4,"real","A",56,1,149
"inside",0.6826,1,6,"real","A",57,1,149
"ggnoi",1.267075,1,5,"pseudo","A",58,1,149
"ujst",0.82769,1,4,"pseudo","A",59,1,149
"sudsage",0.94132,1,7,"pseudo","A",60,1,149
"coth",0.732585,1,4,"pseudo","A",61,1,149
"however",1.29232,1,7,"real","A",62,1,149
"night",0.612825,0,5,"real","A",63,1,149
"stenil",1.702445,1,6,"pseudo","A",64,1,149
"miss",0.704835,1,4,"real","A",65,1,149
"once",0.83377,1,4,"real","A",66,1,149
"brought",0.812615,1,7,"real","A",67,1,149
"wared",2.51358,0,5,"pseudo","A",68,1,149
"inni",0.82361,1,4,"pseudo","A",69,1,149
"slellen",1.65984,1,7,"pseudo","A",70,1,149
"listen",1.00503,1,6,"real","A",71,1,149
"groon",1.686555,1,5,"pseudo","A",72,1,149
"shine",1.11859,0,5,"real","A",73,1,149
"play",0.7995,1,4,"real","A",74,1,149
"black",0.63473,1,5,"real","A",75,1,149
"ip",0.71794,1,2,"pseudo","A",76,1,149
"invent",1.085865,1,6,"real","A",77,1,149
"beeltisul",0.918945,1,9,"pseudo","A",78,1,149
"custom",1.438315,1,6,"real","A",79,1,149
"ginth",0.84912,1,5,"pseudo","A",80,1,149
"reverse",0.89153,1,7,"real","A",81,1,149
"hus",1.02056,1,3,"pseudo","A",82,1,149
"bulbet",1.150565,1,6,"pseudo","A",83,1,149
"library",0.75611,1,7,"real","A",84,1,149
"begin",0.734145,1,5,"real","C",85,2,149
"cas",0.868385,0,3,"pseudo","C",86,2,149
"almost",0.834865,1,6,"real","C",87,2,149
"drustion",0.801975,1,8,"pseudo","C",88,2,149
"chanding",1.088605,0,8,"pseudo","C",89,2,149
"people",0.655,1,6,"real","C",90,2,149
"hello",0.751385,1,5,"real","C",91,2,149
"twew",1.06847,1,4,"pseudo","C",92,2,149
"appropriates",0.921165,0,12,"real","C",93,2,149
"money",0.5883,1,5,"real","C",94,2,149
"qualify",0.88755,0,7,"real","C",95,2,149
"garden",1.20192,1,6,"real","C",96,2,149
"history",1.00103,1,7,"real","C",97,2,149
"banny",1.35372,1,5,"pseudo","C",98,2,149
"gravel",0.788775,1,6,"real","C",99,2,149
"swane",1.245065,1,5,"pseudo","C",100,2,149
"configuration",1.89615,0,13,"real","C",101,2,149
"alk",1.704595,1,3,"pseudo","C",102,2,149
"chance",1.10893,1,6,"real","C",103,2,149
"daople",0.868975,1,6,"pseudo","C",104,2,149
"candy",0.71832,1,5,"real","C",105,2,149
"scays",1.518065,0,5,"pseudo","C",106,2,149
"oban",0.83383,1,4,"pseudo","C",107,2,149
"cotosks",1.00149,1,7,"pseudo","C",108,2,149
"fistory",3.10519,1,7,"pseudo","C",109,2,149
"agreed",2.00697,0,6,"real","C",110,2,149
"through",0.722225,1,7,"real","C",111,2,149
"khtna",0.738295,1,5,"pseudo","C",112,2,149
"compliment",0.929465,1,10,"real","C",113,2,149
"look",1.066615,1,4,"real","C",114,2,149
"overwhelm",1.28337,0,9,"real","C",115,2,149
"ap",0.89185,1,2,"pseudo","C",116,2,149
"duttery",2.537055,0,7,"pseudo","C",117,2,149
"question",1.28328,1,8,"real","C",118,2,149
"brubs",0.95442,1,5,"pseudo","C",119,2,149
"grasshopper",0.856665,1,11,"real","C",120,2,149
"rebosks",0.939245,1,7,"pseudo","C",121,2,149
"hot",7.30276,1,3,"real","C",122,2,149
"utashing",1.16055,1,8,"pseudo","C",123,2,149
"collosks",1.310875,1,8,"pseudo","C",124,2,149
"freat",1.201855,0,5,"pseudo","C",125,2,149
"round",0.765795,1,5,"real","C",126,2,149
"watch",1.050425,1,5,"real","C",127,2,149
"pame",0.700965,1,4,"pseudo","C",128,2,149
"pretty",0.78288,1,6,"real","C",129,2,149
"guoys",0.80224,1,5,"pseudo","C",130,2,149
"short",0.82255,1,5,"real","C",131,2,149
"slace",1.20259,0,5,"pseudo","C",132,2,149
"hungry",0.79919,1,6,"real","C",133,2,149
"orn",1.068225,1,3,"pseudo","C",134,2,149
"pealt",1.602465,1,5,"pseudo","C",135,2,149
"liffs",2.182735,1,5,"pseudo","C",136,2,149
"imagine",0.7305,1,7,"real","C",137,2,149
"investigate",1.068265,0,11,"real","C",138,2,149
"cok",0.923065,1,3,"pseudo","C",139,2,149
"name",0.754305,1,4,"real","C",140,2,149
"snose",1.12146,1,5,"pseudo","C",141,2,149
"naw",1.663985,1,3,"pseudo","C",142,2,149
"open",0.618195,1,4,"real","C",143,2,149
"fafever",0.80368,1,7,"pseudo","C",144,2,149
"hane",1.18312,1,4,"pseudo","C",145,2,149
"rackle",1.035155,1,6,"pseudo","C",146,2,149
"eamn",0.708915,1,4,"pseudo","C",147,2,149
"lame",1.20194,1,4,"real","C",148,2,149
"distance",1.65319,1,8,"real","C",149,2,149
"sick",0.82734,1,4,"real","C",150,2,149
"an",0.703325,1,2,"real","C",151,2,149
"woft",0.66811,0,4,"pseudo","C",152,2,149
"good",1.23395,1,4,"real","C",153,2,149
"molent",0.836395,1,6,"pseudo","C",154,2,149
"loleh",0.911805,1,5,"pseudo","C",155,2,149
"garment",1.389415,0,7,"real","C",156,2,149
"gurynh",1.21915,1,6,"pseudo","C",157,2,149
"phlere",0.749755,1,6,"pseudo","C",158,2,149
"contain",0.852315,1,7,"real","C",159,2,149
"spy",3.398965,1,3,"real","C",160,2,149
"him",0.704795,1,3,"real","C",161,2,149
"runey",0.95344,1,5,"pseudo","C",162,2,149
"more",0.68438,1,4,"real","C",163,2,149
"albust",1.641195,1,6,"pseudo","C",164,2,149
"morning",0.74917,1,7,"real","C",165,2,149
"complete",1.1783,1,8,"real","C",166,2,149
"che",0.88553,1,3,"pseudo","C",167,2,149
"dogo",1.183275,1,4,"pseudo","C",168,2,149
"street",0.810585,1,6,"real","B",169,3,149
"asca",0.684685,1,4,"pseudo","B",170,3,149
"sids",0.782695,1,4,"pseudo","B",171,3,149
"potent",0.753235,0,6,"real","B",172,3,149
