"","word","rt","acc","wordLength","realpseudo","subj"
"379","strong",0.429245,1,6,"real",2
"380","strong",0.429245,1,6,"real",188
"381","red",0.418955,1,3,"real",2
"382","red",0.418955,1,3,"real",188
"383","justice",0.48701,1,7,"real",2
"384","justice",0.48701,1,7,"real",188
"385","twew",0.541095,1,4,"pseudo",2
"386","twew",0.541095,1,4,"pseudo",188
"387","accustomed",1.05373,1,10,"real",2
"388","accustomed",1.05373,1,10,"real",188
"389","then",1.01848,1,4,"real",2
"390","then",1.01848,1,4,"real",188
"391","repress",0.888495,0,7,"real",2
"392","repress",0.888495,0,7,"real",188
"393","play",0.52397,1,4,"real",2
"394","play",0.52397,1,4,"real",188
"395","vlei",0.55954,1,4,"pseudo",2
"396","vlei",0.55954,1,4,"pseudo",188
"397","jostile",0.5451,1,7,"pseudo",2
"398","jostile",0.5451,1,7,"pseudo",188
"399","car",0.5497,1,3,"real",2
"400","car",0.5497,1,3,"real",188
"401","again",1.697775,1,5,"real",2
"402","again",1.697775,1,5,"real",188
"403","bone",0.904425,1,4,"real",2
"404","bone",0.904425,1,4,"real",188
"405","cat",0.73012,1,3,"real",2
"406","cat",0.73012,1,3,"real",188
"407","as",0.91259,1,2,"real",2
"408","as",0.91259,1,2,"real",188
"409","alipol",1.158255,1,6,"pseudo",2
"410","alipol",1.158255,1,6,"pseudo",188
"411","better",0.8158,1,6,"real",2
"412","better",0.8158,1,6,"real",188
"413","never",0.660435,1,5,"real",2
"414","never",0.660435,1,5,"real",188
"415","thank",0.59888,1,5,"real",2
"416","thank",0.59888,1,5,"real",188
"417","dood",0.912275,1,4,"pseudo",2
"418","dood",0.912275,1,4,"pseudo",188
"419","sids",0.632475,0,4,"pseudo",2
"420","sids",0.632475,0,4,"pseudo",188
"421","flankfopper",1.18712,1,11,"pseudo",2
"422","flankfopper",1.18712,1,11,"pseudo",188
"423","space",0.733615,1,5,"real",2
"424","space",0.733615,1,5,"real",188
"425","bove",0.80302,1,4,"pseudo",2
"426","bove",0.80302,1,4,"pseudo",188
"427","ap",0.843035,1,2,"pseudo",2
"428","ap",0.843035,1,2,"pseudo",188
"429","sphere",1.023225,1,6,"real",2
"430","sphere",1.023225,1,6,"real",188
"431","sail",0.719905,1,4,"real",2
"432","sail",0.719905,1,4,"real",188
"433","mader",1.287345,0,5,"pseudo",2
"434","mader",1.287345,0,5,"pseudo",188
"435","describe",1.210745,1,8,"real",2
"436","describe",1.210745,1,8,"real",188
"437","pretty",0.77007,1,6,"real",2
"438","pretty",0.77007,1,6,"real",188
"439","agreed",0.87458,1,6,"real",2
"440","agreed",0.87458,1,6,"real",188
"441","etecants",0.81722,1,8,"pseudo",2
"442","etecants",0.81722,1,8,"pseudo",188
"443","paper",0.61626,1,5,"real",2
"444","paper",0.61626,1,5,"real",188
"445","whose",0.85257,1,5,"real",2
"446","whose",0.85257,1,5,"real",188
"447","dag",2.488525,1,3,"pseudo",2
"448","dag",2.488525,1,3,"pseudo",188
"449","able",1.11833,1,4,"real",2
"450","able",1.11833,1,4,"real",188
"451","qualify",0.983775,1,7,"real",2
"452","qualify",0.983775,1,7,"real",188
"453","germantia",1.65251,1,9,"pseudo",2
"454","germantia",1.65251,1,9,"pseudo",188
"455","mannanency",1.61029,1,10,"pseudo",2
"456","mannanency",1.61029,1,10,"pseudo",188
"457","nuder",1.31273,1,5,"pseudo",2
"458","nuder",1.31273,1,5,"pseudo",188
"459","grat",1.2512,1,4,"pseudo",2
"460","grat",1.2512,1,4,"pseudo",188
"461","overwhelm",1.593595,1,9,"real",2
"462","overwhelm",1.593595,1,9,"real",188
"463","dat",1.44135,1,3,"pseudo",2
"464","dat",1.44135,1,3,"pseudo",188
"465","beller",1.26227,1,6,"pseudo",2
"466","beller",1.26227,1,6,"pseudo",188
"467","ar",1.61918,0,2,"pseudo",2
"468","ar",1.61918,0,2,"pseudo",188
"469","understand",1.688925,1,10,"real",2
"470","understand",1.688925,1,10,"real",188
"471","phlere",1.644545,1,6,"pseudo",2
"472","phlere",1.644545,1,6,"pseudo",188
"473","investigate",0.945585,1,11,"real",2
"474","investigate",0.945585,1,11,"real",188
"475","people",0.72269,1,6,"real",2
"476","people",0.72269,1,6,"real",188
"477","shotty",0.670705,0,6,"pseudo",2
"478","shotty",0.670705,0,6,"pseudo",188
"479","invectiress",0.792385,1,11,"pseudo",2
"480","invectiress",0.792385,1,11,"pseudo",188
"481","cotosks",0.655625,1,7,"pseudo",2
"482","cotosks",0.655625,1,7,"pseudo",188
"483","utashing",0.982865,1,8,"pseudo",2
"484","utashing",0.982865,1,8,"pseudo",188
"485","underchime",1.18495,1,10,"pseudo",2
"486","underchime",1.18495,1,10,"pseudo",188
"487","upending",0.93415,0,8,"real",2
"488","upending",0.93415,0,8,"real",188
"489","wood",0.766415,1,4,"real",2
"490","wood",0.766415,1,4,"real",188
"491","daople",0.751215,1,6,"pseudo",2
"492","daople",0.751215,1,6,"pseudo",188
"493","creat",0.71808,0,5,"pseudo",2
"494","creat",0.71808,0,5,"pseudo",188
"495","bulbet",0.85112,1,6,"pseudo",2
"496","bulbet",0.85112,1,6,"pseudo",188
"497","help",0.68337,1,4,"real",2
"498","help",0.68337,1,4,"real",188
"499","snose",0.81841,0,5,"pseudo",2
"500","snose",0.81841,0,5,"pseudo",188
"501","back",0.6345,1,4,"real",2
"502","back",0.6345,1,4,"real",188
"503","besime",0.65049,1,6,"pseudo",2
"504","besime",0.65049,1,6,"pseudo",188
"505","woft",0.98249,1,4,"pseudo",2
"506","woft",0.98249,1,4,"pseudo",188
"507","permanency",1.1839,1,10,"real",2
"508","permanency",1.1839,1,10,"real",188
"509","work",0.568025,1,4,"real",2
"510","work",0.568025,1,4,"real",188
"511","however",0.733765,1,7,"real",2
"512","however",0.733765,1,7,"real",188
"513","without",0.51701,1,7,"real",2
"514","without",0.51701,1,7,"real",188
"515","great",0.53397,1,5,"real",2
"516","great",0.53397,1,5,"real",188
"517","overtruan",1.03288,0,9,"pseudo",2
"518","overtruan",1.03288,0,9,"pseudo",188
"519","hadder",0.95064,1,6,"pseudo",2
"520","hadder",0.95064,1,6,"pseudo",188
"521","telechinct",1.000565,1,10,"pseudo",2
"522","telechinct",1.000565,1,10,"pseudo",188
"523","cologne",0.616925,0,7,"real",2
"524","cologne",0.616925,0,7,"real",188
"525","he",0.69957,1,2,"real",2
"526","he",0.69957,1,2,"real",188
"527","dog",0.650045,1,3,"real",2
"528","dog",0.650045,1,3,"real",188
"529","two",0.451555,1,3,"real",2
"530","two",0.451555,1,3,"real",188
"531","animal",0.50065,1,6,"real",2
"532","animal",0.50065,1,6,"real",188
"533","thantboard",0.701215,1,10,"pseudo",2
"534","thantboard",0.701215,1,10,"pseudo",188
"535","fafever",1.020465,1,7,"pseudo",2
"536","fafever",1.020465,1,7,"pseudo",188
"537","hammer",0.856835,1,6,"real",2
"538","hammer",0.856835,1,6,"real",188
"539","fast",0.86134,1,4,"real",2
"540","fast",0.86134,1,4,"real",188
"541","them",0.516045,0,4,"real",2
"542","them",0.516045,0,4,"real",188
"543","budget",1.091815,1,6,"real",2
"544","budget",1.091815,1,6,"real",188
"545","bads",0.607005,0,4,"pseudo",2
"546","bads",0.607005,0,4,"pseudo",188
"547","ablood",0.62143,0,6,"pseudo",2
"548","ablood",0.62143,0,6,"pseudo",188
"549","spat",0.539845,1,4,"real",2
"550","spat",0.539845,1,4,"real",188
"551","fave",0.460505,0,4,"pseudo",2
"552","fave",0.460505,0,4,"pseudo",188
"553","destrifs",0.818395,1,8,"pseudo",2
"554","destrifs",0.818395,1,8,"pseudo",188
"555","elements",0.79198,0,8,"real",2
"556","elements",0.79198,0,8,"real",188
"557","sick",0.89438,1,4,"real",2
"558","sick",0.89438,1,4,"real",188
"559","grasshopper",0.850015,1,11,"real",2
"560","grasshopper",0.850015,1,11,"real",188
"561","gaian",1.35353,0,5,"pseudo",2
"562","gaian",1.35353,0,5,"pseudo",188
"563","hect",0.83953,1,4,"pseudo",2
"564","hect",0.83953,1,4,"pseudo",188
"565","skateboard",0.91691,1,10,"real",2
"566","skateboard",0.91691,1,10,"real",188
"567","become",0.81689,1,6,"real",2
"568","become",0.81689,1,6,"real",188
"569","an",0.865955,1,2,"real",2
"570","an",0.865955,1,2,"real",188
"571","yos",1.08396,0,3,"pseudo",2
"572","yos",1.08396,0,3,"pseudo",188
"573","yes",0.684855,1,3,"real",2
"574","yes",0.684855,1,3,"real",188
"575","clomify",0.7677,1,7,"pseudo",2
"576","clomify",0.7677,1,7,"pseudo",188
"577","ther",0.700675,0,4,"pseudo",2
"578","ther",0.700675,0,4,"pseudo",188
"579","sain",0.183315,1,4,"pseudo",2
"580","sain",0.183315,1,4,"pseudo",188
"581","telescoped",0.81699,0,10,"real",2
"582","telescoped",0.81699,0,10,"real",188
"583","guarantee",0.884015,1,9,"real",2
"584","guarantee",0.884015,1,9,"real",188
"585","khtna",0.767175,1,5,"pseudo",2
"586","khtna",0.767175,1,5,"pseudo",188
"587","pop",0.77004,1,3,"real",2
"588","pop",0.77004,1,3,"real",188
"589","wto",0.700375,1,3,"pseudo",2
"590","wto",0.700375,1,3,"pseudo",188
"591","wirtoul",0.759265,1,7,"pseudo",2
"592","wirtoul",0.759265,1,7,"pseudo",188
"593","asca",0.9332,1,4,"pseudo",2
"594","asca",0.9332,1,4,"pseudo",188
"595","hu",1.01092,1,2,"pseudo",2
"596","hu",1.01092,1,2,"pseudo",188
"597","pon",0.769485,1,3,"pseudo",2
"598","pon",0.769485,1,3,"pseudo",188
"599","slace",0.745635,1,5,"pseudo",2
"600","slace",0.745635,1,5,"pseudo",188
"601","meat",0.719325,1,4,"real",2
"602","meat",0.719325,1,4,"real",188
"603","om",0.805275,1,2,"pseudo",2
"604","om",0.805275,1,2,"pseudo",188
"605","esslyots",0.688395,1,8,"pseudo",2
"606","esslyots",0.688395,1,8,"pseudo",188
"607","everyone",0.796325,1,8,"real",2
"608","everyone",0.796325,1,8,"real",188
"609","through",0.65395,0,7,"real",2
"610","through",0.65395,0,7,"real",188
"611","spell",0.601695,0,5,"real",2
"612","spell",0.601695,0,5,"real",188
"613","only",0.504635,1,4,"real",2
"614","only",0.504635,1,4,"real",188
"615","goud",0.98857,1,4,"pseudo",2
"616","goud",0.98857,1,4,"pseudo",188
"617","plays",0.689105,1,5,"real",2
"618","plays",0.689105,1,5,"real",188
"619","office",0.67904,1,6,"real",2
"620","office",0.67904,1,6,"real",188
"621","candy",0.534015,1,5,"real",2
"622","candy",0.534015,1,5,"real",188
"623","spoll",0.700095,0,5,"pseudo",2
"624","spoll",0.700095,0,5,"pseudo",188
"625","groon",0.649045,0,5,"pseudo",2
"626","groon",0.649045,0,5,"pseudo",188
"627","unger",0.6671,1,5,"pseudo",2
"628","unger",0.6671,1,5,"pseudo",188
"629","ip",0.9196,1,2,"pseudo",2
"630","ip",0.9196,1,2,"pseudo",188
"631","nied",0.633385,1,4,"pseudo",2
"632","nied",0.633385,1,4,"pseudo",188
"633","children",0.77108,1,8,"real",2
"634","children",0.77108,1,8,"real",188
"635","en",0.97188,1,2,"pseudo",2
"636","en",0.97188,1,2,"pseudo",188
"637","street",0.5846,1,6,"real",2
"638","street",0.5846,1,6,"real",188
"639","banny",1.032475,0,5,"pseudo",2
"640","banny",1.032475,0,5,"pseudo",188
"641","et",1.13247,1,2,"pseudo",2
