"","subj","median.rt","mean.rt","sd.rt","pcor","median.raw.rt","mean.raw.rt","sd.raw.rt","Q1.rt","Q3.rt","IQR.rt","word.id.raw","MonthsSinceTesting","mean.rt.z","median.rt.z","sd.rt.z","pcor.z","median.rt.c","mean.rt.c","diff.rt","sumz","outlier","mahal"
"86","86",-0.155802753323834,-0.1527561097242,0.0815309078674238,0.868,0.69855,0.7161432,0.138624059359935,0.6121,0.799075,0.186975,61,14,-0.626976082156339,-0.562529462822725,-1.1206613615057,0.577110021507282,-0.155119215872752,-0.150943043403413,-0.0048597099204217,0.964858608181866,FALSE,1.91231312684649
"87","87",-0.395745333036835,-0.496544921264073,0.66809127809307,0.498,0.4020275,0.80417824,1.87156476736066,0.1628975,0.80056125,0.63766375,24,3,-2.86360623071203,-2.28056553819079,3.7061902942387,-2.34863614827159,-0.413215844781065,-0.537654054092614,0.141908721055779,-4.10193562727553,FALSE,37.3175617228989
"88","88",0.0482036606760184,0.115986925523809,0.269866598051663,0.85,1.1173875,2.19440139,10.787659633247,0.91667625,1.55805875,0.6413825,31,13,1.12141931255634,0.898196596209594,0.429167921457697,0.43477642405858,0.0389299779442249,0.0915149506909399,-0.0433112900149215,-0.380964260781679,FALSE,11.1886102860098
"89","89",-0.0202241268560793,-0.00259400976666402,0.130207983135748,0.752,0.9545,1.044602,0.3851261350204,0.801,1.16225,0.36125,40,14,0.349952394460194,0.408240175476008,-0.720093861070379,-0.340150939828796,-0.022734028686543,-0.00649990224564081,-0.0137242246104385,0.6998697342143,FALSE,1.8001184793296
"90","90",-0.0941947052915446,-0.087301683434247,0.177348070119132,0.832,0.8050175,0.88648052,0.423052878748585,0.68374125,0.98820875,0.3044675,52,10,-0.201140981412974,-0.121403718575559,-0.33217435873484,0.292442826609878,-0.0868778623574256,-0.0740643524009782,-0.0201303528905664,0.237979653443295,FALSE,2.94370825398533
"91","91",0.0405479500682088,0.00522298913884819,0.295529253918356,0.762,1.0978625,1.20938354,0.740836591763839,0.81268125,1.41485,0.60216875,56,4,0.400808428270554,0.84338020212678,0.640347945285928,-0.261076719023962,0.0475007196783638,0.0303446886324525,0.0102032614357563,-0.599799995217719,FALSE,6.67963384224133
"92","92",-0.174273755554825,-0.133761938500859,0.343597915130887,0.56,0.6694625,1.00676381,1.04794987024219,0.42685125,1.2089825,0.78213125,43,3,-0.503403311376899,-0.694785472652259,1.03590875835938,-1.85837597928162,-0.133778082524935,-0.120338758221263,-0.0539349973335626,-1.2101825139142,FALSE,13.906251140252
"93","93",-0.510038028499177,-0.425117762375209,0.472484321863982,0.548,0.3090025,0.7833839,1.55934917399637,0.260695,0.43644125,0.17574625,57,4,-2.39891357163176,-3.09892372284575,2.09652518817931,-1.95326504424742,-0.511079319349683,-0.455020667963427,-0.0550173605357504,-2.60656321667849,TRUE,47.0442445585257
"94","94",0.00739773302158685,0.0313129335245825,0.216131279422045,0.692,1.01718,1.25390959,1.15887187924018,0.80183875,1.4037025,0.60186375,48,4,0.570545063752965,0.606018126331393,-0.0130242634653078,-0.814596264657803,0.017688462557354,0.0245753745975156,-0.0171776415759287,0.0204219964868946,FALSE,4.36621185142602
"95","95",-0.160140963570571,-0.150202840328779,0.372334751607984,0.522,0.6916325,1.00333623,1.01442977632334,0.43503375,1.10821375,0.67318,33,3,-0.610364956036198,-0.593591901658467,1.27238645745277,-2.15885801833999,-0.127473714454892,-0.116594818574079,-0.0435461449964922,-1.43252742102334,FALSE,11.7941338759063
"96","96",0.0191204452367447,0.0565696660259911,0.156457088671854,0.696,1.04501,1.22513747,0.538846320061794,0.8778475,1.3782825,0.500435,45,16,0.734860967791934,0.689955052036239,-0.504087896552145,-0.782966576335869,-0.00255577014915868,0.0322182779091321,-0.0130978326723875,0.52320834178889,FALSE,3.61938276401865
"97","97",-0.134582264913576,-0.103430661679437,0.149462120145271,0.946,0.73353,0.85967759,0.616814088389616,0.6470275,0.866445,0.2194175,61,33,-0.306073305554089,-0.410586591034975,-0.561650045528261,1.19388894378499,-0.134227028253513,-0.108859800594084,-0.0257224643194919,0.427067780614685,FALSE,4.55721883259205
"98","98",-0.0146408984586919,-0.00880817336832251,0.129695346007731,0.914,0.96685,1.02874669,0.366887435624787,0.7996775,1.13309625,0.33341875,NA,21,0.309524128056548,0.448217189206561,-0.72431239252216,0.940851437209521,-0.0223975569137235,-0.0204745961490609,0.005833697690369,0.709671494063468,FALSE,1.31858260642308
"99","99",-0.0757504510821066,-0.0316409557888128,0.260959367417336,0.77,0.8399425,1.18249314,1.57575449694313,0.68714625,1.172205,0.48505875,50,22,0.160978021194202,0.0106607701574374,0.355869616427544,-0.197817342380094,-0.0890262726318413,-0.0516795969907516,-0.024070854091355,-0.431620067509651,FALSE,8.61698368922917
"100","100",-0.205775189098954,-0.191924610612318,0.150835228791412,0.814,0.6226225,0.68607261,0.321411501072973,0.5366275,0.74703625,0.21040875,49,22,-0.881799529050091,-0.920341934199672,-0.550350625931281,0.150109229161176,-0.204498852655482,-0.190308125210143,-0.015467063888811,0.344575436832327,FALSE,4.72296171365719
"101","101",-0.0899147109276561,-0.0674260181712224,0.113717564861264,0.724,0.813,0.888706,0.271072026685349,0.71875,1,0.28125,NA,28,-0.0718333638940542,-0.0907581169139962,-0.855794816662536,-0.561558758082332,-0.0859214952484213,-0.0676055071731494,-0.0223092037545067,0.76588010573488,FALSE,2.38048082388699
"102","102",-0.175683811900593,-0.156352094071786,0.101388725230669,0.98,0.6672925,0.72010685,0.218543640197029,0.5996425,0.7653675,0.165725,NA,22,-0.650370930201339,-0.704881753492569,-0.957249812610272,1.46274129452143,-0.175971849875555,-0.157243046915397,-0.0184407649851963,0.781566000709679,FALSE,3.46718189371901
"103","103",-0.144808062790867,-0.141070072796684,0.123725423704763,0.8,0.71646,0.75385774,0.235813169078009,0.60326625,0.85506,0.25179375,49,18,-0.550948760638388,-0.483805315588255,-0.773439355091515,0.0394053200344092,-0.137217482891962,-0.133559670463341,-0.0112483923275262,0.628631292300647,FALSE,2.35920778993328
"104","104",-0.236252310867476,-0.260341627356245,0.308907097789407,0.61,0.5804275,0.66640878,0.388474574794974,0.38673875,0.881465,0.49472625,NA,30,-1.32690872745098,-1.13856412191782,0.750435280054943,-1.46300487525744,-0.188002968501233,-0.237631535893729,0.00137922502625309,-0.98668759092242,FALSE,8.73964295090241
"105","105",-0.0605406680894608,-0.0306948818359341,0.158813670661066,0.714,0.86988,1.00863086,0.525484540008015,0.74955875,1.10100125,0.3514425,41,14,0.167133013604496,0.119565808650984,-0.484695397068841,-0.640632978887167,-0.0612151759394626,-0.0344839080358718,-0.0260567600535889,0.42415472897938,FALSE,3.56658865175303
"106","106",-0.0400295716202946,0.0370794783416235,0.261288558538585,0.946,0.91195,1.38593061,1.46009446692489,0.70445375,1.4333675,0.72891375,61,48,0.608061200281729,0.266429294579708,0.35857855618774,1.19388894378499,-0.0531966093714653,0.0195565760937881,-0.0595861477140827,-0.398608127808034,FALSE,13.1606192444979
"107","107",-0.184541800547956,-0.180294751053587,0.0786361300675903,0.89,0.65382,0.67170651,0.134387666514425,0.58889,0.7290575,0.1401675,70,17,-0.806137687712038,-0.768306694866349,-1.14448271686042,0.751073307277918,-0.184339252252278,-0.178998142760248,-0.00554365778770871,0.959940916312459,FALSE,2.48945794861161
"108","108",0.0308503480527323,0.179513597667132,0.603600203202955,0.694,1.0736225,8.87658885,38.6550397335876,0.7746925,1.87062,1.0959275,53,29,1.53471278047564,0.773943463857654,3.17548814077692,-0.798781420496836,0.0224757986673368,0.141612547082483,-0.110762199029751,-3.14463779272418,FALSE,55.8503676125332
"109","109",-0.364270061509928,-0.345476882157447,0.170089808033295,0.544,0.432245,0.49480198,0.316837471800849,0.3638025,0.530275,0.1664725,43,28,-1.88078387173052,-2.05519640183362,-0.39190317122412,-1.98489473256935,-0.347005750471095,-0.327800059725568,-0.0364700017843608,0.0276331097141912,FALSE,11.0265449220611
"110","110",-0.0520692237496578,-0.0179065670124931,0.198484261419683,0.87,0.887015,1.08207283,0.711563994131329,0.74572625,1.18685625,0.44113,71,28,0.250331563188511,0.180223016736613,-0.158242969650455,0.592924865668249,-0.052652067098408,-0.0181522379622692,-0.0339169857873886,0.106173745900797,FALSE,4.98462464232409
"111","111",0.00671156793587561,0.0271027256216125,0.152154124881329,0.76,1.015575,1.1404868,0.510535354542009,0.838875,1.26745,0.428575,NA,27,0.543154184203129,0.601105049326387,-0.539497325745104,-0.276891563184929,-0.00589300534544223,0.0216709930619981,-0.0149594251261225,0.54620889368098,FALSE,2.34226685987752
"112","112",-0.0926663867615213,-0.0652860218660409,0.141449496586904,0.81,0.8078575,0.91388856,0.375893710308014,0.6909925,0.98252875,0.29153625,NA,27,-0.0579109205413227,-0.110460657229907,-0.62758655820927,0.118479540839244,-0.102920244616272,-0.0755815673040122,-0.0170848194575092,0.534920171447749,FALSE,3.34471008375758
"113","113",-0.0523213291406114,-0.0763663445071273,0.343948798037745,0.562,0.8865,1.118146,0.936431912173156,0.64725,1.3045,0.65725,18,15,-0.129997570376649,0.178417892539936,1.03879620153814,-1.84256113512065,-0.0352690789463706,-0.0706282365539123,0.0183069074133009,-1.09111753067875,FALSE,8.03698672974391
"114","114",-0.09541833644592,-0.066167549751086,0.178340397194422,0.874,0.8027525,0.95526258,0.641380096373821,0.6727425,1.01000125,0.33725875,60,24,-0.0636459874728295,-0.130165158369512,-0.324008420786178,0.624554553990183,-0.0880677469839595,-0.0590038852190257,-0.0364144512268944,0.228590084340258,FALSE,4.47235667616335
"115","115",-0.504894393964715,-0.571318994801025,0.598947376417074,0.528,0.3126875,0.53732426,0.732234328027878,0.16182625,0.61003625,0.44821,20,11,-3.35007333373952,-3.06209428765636,3.13719966133757,-2.11141348585709,-0.49853002301543,-0.552219209354113,0.0473248153893985,-3.64209405530229,TRUE,34.625155504109
"116","116",-0.0592569805207758,-0.0221194584391657,0.172811544260241,0.854,0.872455,1.04209726,0.558583558600295,0.7299125,1.15872625,0.42881375,NA,22,0.222923225100711,0.128757264186472,-0.369505788652088,0.466406112380514,-0.0597276252838759,-0.0246375770653658,-0.03461940345541,0.310248808131312,FALSE,4.58573957995723
"117","117",-0.0802121852586945,-0.059976362177856,0.118170306175409,0.836,0.8313575,0.90704984,0.290528779289704,0.7113375,1.005565,0.2942275,41,22,-0.0233671991096329,-0.0212861243172715,-0.819152856387387,0.324072514931812,-0.0756345450941871,-0.0611675363264151,-0.0190446489322794,0.738940671128692,FALSE,2.19528060375022
"118","118",-0.0305747749276215,0.00438422256321549,0.24507923967946,0.618,0.93202,1.16236274,0.677677999680745,0.772535,1.30112625,0.52859125,37,21,0.395351558972633,0.334127498969743,0.225190789906222,-1.39974549861358,-0.0389872872296339,-0.0061431008199423,-0.0244316741076792,-0.255765564833843,FALSE,6.4877899994002
"119","119",0.1856393949114,0.221352127726377,0.225282224579356,0.852,1.533345,1.93737919,1.32550609400866,1.1429525,2.21850125,1.07554875,46,21,1.80690697226047,1.88226349147891,0.0622795876407618,0.450591268219547,0.176029726773056,0.214573745680949,-0.0289343507695491,0.123359807270638,FALSE,6.78132267967079
"120","120",0.16359887888859,0.172814194028459,0.199670379742071,0.918,1.4574675,1.66636177,0.978221571045965,1.10157,1.90234375,0.80077375,39,23,1.4911276268795,1.7244490606588,-0.148482308209719,0.972481125531454,0.166939008829415,0.179021326139994,-0.0154224472514037,0.312081187098309,FALSE,4.48290650272378
