"","subj","median.rt","mean.rt","sd.rt","pcor","median.raw.rt","mean.raw.rt","sd.raw.rt","Q1.rt","Q3.rt","IQR.rt","word.id.raw","MonthsSinceTesting","mean.rt.z","median.rt.z","sd.rt.z","pcor.z","median.rt.c","mean.rt.c","diff.rt","sumz","outlier","mahal"
"14","14",-0.113547467826332,-0.109674322929383,0.148798654625804,0.806,0.7699325,0.8251296,0.319679642238701,0.6258075,0.91959875,0.29379125,54,5,-0.346693478521466,-0.259973305651623,-0.567109755736668,0.0868498525173098,-0.114726439393656,-0.114036218705368,0.000488750879036257,0.453562287910337,FALSE,2.38603007287911
"15","15",-0.220997292473538,-0.206276778519581,0.110095391863656,0.94,0.6011775,0.64522118,0.210301050832063,0.535475,0.6895925,0.1541175,NA,3,-0.975172234504741,-1.02933518905172,-0.885601964602262,1.14644441130209,-0.221130949336401,-0.207458989115272,-0.0135383033582654,0.664604672128724,FALSE,4.39088136679885
"16","16",-0.197568377021278,-0.186873575704443,0.0857333180535615,0.972,0.6345,0.66406101,0.149047772991405,0.5732475,0.71707625,0.14382875,NA,5,-0.848938375408238,-0.861579545172774,-1.08607939587227,1.39948191787756,-0.197809755423562,-0.187231237303672,-0.0103371397176063,0.888511018850991,FALSE,3.18681815616473
"17","17",-0.273890449672661,-0.25814815072306,0.152470121616662,0.866,0.5322425,0.75107921,3.16936675471611,0.47122625,0.604325,0.13309875,NA,4,-1.31263835039606,-1.40806060042681,-0.536896963629672,0.561295177346316,-0.273020272862966,-0.258935373178989,-0.0149550764936719,0.263006513957011,FALSE,6.87174459695779
"18","18",-0.255304295956061,-0.245816735461048,0.101398365047127,0.898,0.555515,0.58953353,0.291562123275378,0.49576125,0.63528625,0.139525,75,-2,-1.23241230980493,-1.27498008330622,-0.957170485798585,0.814332683921786,-0.251579377532432,-0.240449109466901,-0.0148551864891595,0.701866189842524,FALSE,4.87594820907136
"19","19",-0.25649023527157,-0.244134490186667,0.103309150891946,0.86,0.554,0.590002,0.229603094836103,0.487,0.652,0.165,67,-1,-1.22146791495656,-1.28347164211867,-0.941446478028863,0.513850644863415,-0.250263684430939,-0.240581345467213,-0.0159088898043568,0.684956242757293,FALSE,5.1340344371443
"20","20",0.158885601827869,0.237381957940399,0.318724865777471,0.782,1.4417425,2.88982981,11.7956677342458,1.106305,2.189745,1.08344,52,5,1.91119425657412,1.69070106964692,0.831226468949398,-0.102928277414293,0.145909282301966,0.211328293023047,-0.0524426911951778,-0.672340867121529,FALSE,15.5391305877733
"21","21",0.0366712045779222,0.0582081259969747,0.170100717042812,0.814,1.0881075,1.2514512,0.690076803297255,0.88062625,1.3950175,0.51439125,58,4,0.745520503080151,0.815621941732566,-0.391813400122415,0.150109229161176,0.0359497795366741,0.0566928373262966,-0.0200216327483744,0.428484604700337,FALSE,2.85093081642414
"22","22",0.0485935976653457,0.0867903470370726,0.230851412208836,0.836,1.1183925,1.53995458,2.02581820943398,0.877925,1.435365,0.55744,56,3,0.931471456529232,0.90098862176665,0.108108872902849,0.324072514931812,0.0546339002020539,0.0931559801826391,-0.0445623825172934,-0.0595152752375031,FALSE,5.98606696466068
"23","23",0.0679045792576061,0.140552757254894,0.298257514815766,0.84,1.1692425,1.7842053,1.66038641044984,0.85815875,2.084015,1.22585625,46,4,1.28124033648084,1.03925904907453,0.662799019886989,0.355702203253746,0.0472435349107875,0.119396672807698,-0.0514920935500915,-0.594894440629383,FALSE,13.2519797741541
"24","24",0.0743012999511921,0.0924198467131514,0.202540313919524,0.696,1.1865925,1.3692494,0.69715750082133,0.933175,1.5458575,0.6126825,44,5,0.968096001232723,1.08506082768664,-0.124865392987523,-0.782966576335869,0.0488116328997908,0.07819617092759,-0.0038948709763979,0.199166692938716,FALSE,3.75700426265372
"25","25",-0.0205963290392358,0.00822763738433851,0.196602488014969,0.776,0.9536825,1.13430982,0.691350481246891,0.7872075,1.25164,0.4644325,NA,NA,0.42035614659672,0.405575134620156,-0.173728231757039,-0.150372809897193,-0.0302498776471828,0.00058150322525291,-0.0211778322644888,0.153131902717804,FALSE,4.21260535110434
"26","26",-0.0206030297765006,-0.00881173023545096,0.355213129481348,0.64,0.9536675,1.30108447,1.21337177119948,0.7515975,1.35072375,0.59912625,38,4,0.30950098769832,0.405527156023085,1.13149127546291,-1.22578221284294,-0.0236764142124185,-0.0134342737121544,-0.00716875606434616,-1.15209430523941,FALSE,9.52413689371861
"27","27",-0.244960249433166,-0.213678897720231,0.137546144978538,0.932,0.568905,0.67001904,0.646563642078717,0.52183,0.66041125,0.13858125,NA,NA,-1.02332913319269,-1.20091467518701,-0.659707547164842,1.08318503465822,-0.245743457463456,-0.222057078131228,-0.0229031713019375,0.414747297731677,FALSE,7.11223561889488
"28","28",0.0810680769537858,0.151008459539847,0.263446495585178,0.718,1.205225,1.83441815,2.57790454402735,0.91041,1.99697875,1.08656875,NA,NA,1.34926331503591,1.13351228227354,0.376336390734814,-0.609003290565233,0.0812860845321392,0.152512711485377,-0.0714446345315909,-0.295268313781028,FALSE,11.1760910847125
"29","29",-0.0945929170644668,-0.059535536353542,0.147367109035857,0.872,0.80428,0.93497545,0.454469544195263,0.69462625,1.00578125,0.311155,69,4,-0.0204992630517189,-0.124254993211078,-0.578890057563831,0.608739709829216,-0.0927826239879189,-0.0564145057242954,-0.0381784113401714,0.484297140499364,FALSE,4.19150347594122
"30","30",0.0293634830763644,0.0641297708070533,0.259421708155255,0.808,1.06995,1.374848,0.91583194514534,0.83818125,1.63026875,0.7920875,49,4,0.784045693158141,0.763297218111456,0.343216096803827,0.102664696678277,0.0283587298420108,0.0676194886681197,-0.0382560055917553,-0.313852613727463,FALSE,6.77550201560673
"31","31",0.00470497099018977,0.0295604301053991,0.137957431138288,0.88,1.0108925,1.13765851,0.530082264741348,0.86925625,1.2462675,0.37701125,NA,NA,0.559143581647612,0.586737420431444,-0.656323040842996,0.671999086473084,-0.00162186717828556,0.024738770124928,-0.0200337991347382,0.661028011833186,FALSE,2.28145376301182
"32","32",-0.00702700582464933,0.0206453801786375,0.132778927172186,0.852,0.98395,1.10475186,0.410125679074858,0.86095625,1.19711875,0.3361625,NA,NA,0.501143819081861,0.502734158370228,-0.698937359354561,0.450591268219547,-0.0163804865436935,0.0102562633168307,-0.0172832691414801,0.691910353529912,FALSE,2.3924433921988
"33","33",-0.0715990361598613,-0.0486235214389498,0.112494263984425,0.896,0.84801,0.93701314,0.518554573645569,0.76399875,0.9849425,0.22094375,NA,NA,0.0504924060201979,0.0403857177210161,-0.865861456283234,0.798517839760819,-0.0756044006437057,-0.0545037596078647,-0.0170952765519967,0.794262420123372,FALSE,2.17056185415014
"34","34",-0.0591931861063388,-0.0220087980547392,0.146796522301804,0.932,0.872585,1.01903851,0.521378228798019,0.7529525,1.15387125,0.40091875,65,3,0.223643162293985,0.129214044744307,-0.58358546090475,1.08318503465822,-0.0605693639881194,-0.0277954017425462,-0.0313977843637925,0.524392274798412,FALSE,3.90827938733306
"35","35",-0.0371018635014885,-0.00230774845826941,0.195118971049724,0.802,0.9181175,1.12052791,0.734129522288658,0.767765,1.2145,0.446735,NA,NA,0.351814760689777,0.287392260687154,-0.185936210140003,0.0552201641953761,-0.0443411074214398,-0.0167220787754713,-0.0203797847260172,0.148834346638514,FALSE,4.79852135824593
"36","36",0.0584262997203468,0.0450069092866084,0.295948362475736,0.592,1.144015,1.33650895,1.06426977835805,0.834035,1.50061125,0.66657625,24,-2,0.659635685712853,0.971392702897409,0.643796822736254,-1.60533847270615,0.0739105667828183,0.0575456311601675,0.000880668560179293,-0.585370523015907,FALSE,6.32636918081499
"37","37",-0.163869110865537,-0.15529720222069,0.107809416634244,0.872,0.685695,0.72241808,0.199267589407536,0.6031325,0.77811375,0.17498125,NA,NA,-0.643507987492243,-0.620286169740014,-0.904413435477513,0.608739709829216,-0.163535049082093,-0.153293423828353,-0.0105756870371834,0.740544324611976,FALSE,2.65824521056699
"38","38",-0.126098402135539,-0.103284012934879,0.127141223118936,0.894,0.748,0.831128,0.363889360313129,0.665,0.86825,0.20325,NA,NA,-0.305119234355966,-0.349840464488474,-0.745330471684256,0.782702995599852,-0.127261172527331,-0.106975191983142,-0.0191232101523963,0.619232069548717,FALSE,3.20539598812146
"39","39",0.00655455675271158,0.0257469550126488,0.238893803368821,0.708,1.0152075,1.20496488,0.861379236671295,0.862975,1.28979125,0.42681625,51,3,0.534333776683315,0.599980818365652,0.174290345530784,-0.688077511370068,0.00415225234277087,0.0181196626442302,-0.0115651058915186,-0.167735788778073,FALSE,4.84806716636803
"40","40",-0.113132959587441,-0.062364214725842,0.19575082515079,0.872,0.7706675,0.98526783,0.69917131414417,0.63365375,1.05122625,0.4175725,63,3,-0.0389021520221753,-0.257005345113719,-0.180736632792588,0.608739709829216,-0.109498202907742,-0.0633526377984294,-0.049780321789012,0.0676036732051463,FALSE,7.70001559704698
"41","41",0.021757641853356,0.0577950288735266,0.179177761624986,0.912,1.051375,1.26914941,0.815593638070777,0.8510425,1.39713875,0.54609625,NA,NA,0.742832965122045,0.708837898634772,-0.317117682691183,0.925036593048554,0.0155682575505419,0.0483891519987294,-0.0266315101453734,0.338875324544539,FALSE,4.11668899856211
"42","42",0.0144323033706534,0.0390815091187531,0.146488254630608,0.85,1.03379,1.16583484,0.477718085929057,0.85343875,1.30191,0.44847125,NA,NA,0.621086063931037,0.656387033962822,-0.586122219940404,0.43477642405858,0.00927663311393877,0.0316268994564658,-0.0171945960858124,0.600554523311058,FALSE,2.4424454866417
"43","43",-0.0218914193024171,0.0189035017464432,0.176958375926508,0.852,0.9508425,1.1565357,0.704575084065554,0.780425,1.2663875,0.4859625,71,-1,0.489811461291873,0.396302033548788,-0.3353811830523,0.450591268219547,-0.0264599862809572,0.0114882962558635,-0.0333797155582807,0.313489763749883,FALSE,4.70920361975436
"44","44",0.283171667862794,0.308175748740336,0.487224815024061,0.492,1.9194275,4.29927931,9.55303629129204,1.153615,3.2142725,2.0606575,13,-1,2.3717663331477,2.58061375362732,2.2178258716688,-2.39608068075449,0.268819391768688,0.298989538827601,-0.0158178709648063,-1.93465420380601,FALSE,22.5582374189598
"45","45",-0.221441791262993,-0.209871387240971,0.0958600946334709,0.914,0.6005625,0.63324368,0.162302508486714,0.53601125,0.6844125,0.14840125,NA,NA,-0.998558132965226,-1.0325178878318,-1.00274535084757,0.940851437209521,-0.221093011324932,-0.20781067046357,-0.0136311207994232,0.781303559584575,FALSE,3.97365161890487
"46","46",-0.185236361722497,-0.147791282813855,0.156515663018013,0.91,0.6527775,0.76850724,0.383379099742567,0.5517725,0.84790625,0.29613375,NA,NA,-0.594675782736185,-0.773279889519159,-0.503605883627144,0.909221748887587,-0.188492020054673,-0.151989655299865,-0.0332467064226312,0.318369521904647,FALSE,6.53206239115972
"47","47",-0.0792768333788709,-0.0451161014534767,0.155868714467388,0.798,0.83315,1.00936606,1.30565811866056,0.727675,1.018605,0.29093,NA,NA,0.0733110697458095,-0.0145888208431553,-0.50892967439324,0.0235904758734423,-0.0845051897460529,-0.0481095375325555,-0.0311672958463155,0.429652841014369,FALSE,4.09717985829573
"48","48",0.0975375491870272,0.148096084231028,0.218660563992029,0.784,1.2518075,1.76191396,3.74883576928536,1.029075,1.69584875,0.66677375,NA,NA,1.33031590836948,1.25143694355219,0.00778941920776887,-0.0871134332533259,0.0975375491870272,0.148307518665913,-0.0507699694788863,0.0897481299792583,FALSE,6.89608078060449
"49","49",0.0745109045400945,0.118394231918037,0.19657109843858,0.776,1.187165,1.52500122,1.39683909448267,0.97855125,1.5873725,0.60882125,54,-1,1.1370808288053,1.08656163777933,-0.173986539062574,-0.150372809897193,0.0651767105651374,0.105058592166785,-0.0305476876266901,0.248497443602668,FALSE,5.37770298577454
"50","50",-0.287661822806406,-0.294144612986028,0.110097947898996,0.826,0.51563,0.52599384,0.168424799975383,0.43268375,0.59019375,0.15751,NA,NA,-1.54682506629901,-1.50666634134795,-0.885580930785384,0.244998294126978,-0.284585858962547,-0.288891766838799,0.00122994403239313,0.597919107978978,FALSE,5.16912503899689
"51","51",-0.123493495734119,-0.199757450436409,0.349322900703946,0.626,0.7525,0.8006568,0.558451093634638,0.44265,1.007025,0.564375,49,-1,-0.932758621118559,-0.331188822183265,1.08302011721542,-1.33648612196971,-0.0829148093594327,-0.139333864693858,0.0158403689597388,-1.20651361294954,FALSE,11.0716152648822
"52","52",-0.339087549798644,-0.342843772200838,0.569439978508308,0.518,0.45805,1.0195242,2.63515864175362,0.2564,1.03605,0.77965,27,-1,-1.86365331682084,-1.8748846637498,2.89438095130804,-2.19048770666192,-0.32550628270365,-0.341280097042269,0.00219254724362478,-3.23346850110668,FALSE,28.5609231078247
"53","53",-0.116616963272865,-0.112251934988287,0.114088639419032,0.866,0.76451,0.80020719,0.227484706225907,0.665635,0.88116375,0.21552875,66,-1,-0.363462973771767,-0.281951496919842,-0.852741214792235,0.561295177346316,-0.115907323066657,-0.111357049944507,-0.00525991332835792,0.736124251519369,FALSE,1.79586370994971
"54","54",-0.247028223186439,-0.23715811118152,0.0970098071087274,0.872,0.5662025,0.59499156,0.152399102973215,0.50069875,0.64752125,0.1468225,NA,NA,-1.17608080785213,-1.21572177409913,-0.993284276000853,0.608739709829216,-0.245846690732576,-0.23398223179132,-0.0130459913951193,0.746256052814414,FALSE,4.59296535541261
"55","55",0.173196613677673,0.20420655268209,0.295722225294711,0.816,1.49005,2.15795817,2.95517763401257,0.9660475,2.3479075,1.38186,58,-1,1.69536084635076,1.79317072993977,0.641935921996851,0.165924073322143,0.155581963162362,0.192484291074074,-0.0192876773964014,-0.468739308319178,FALSE,9.13400407923935
"56","56",-0.0663790391991817,-0.0297505570127184,0.162149623286032,0.864,0.85827,1.01714024,0.551716554864058,0.73336625,1.06338875,0.3300225,65,-1,0.173276626481754,0.0777619229051324,-0.457243579202068,0.545480333185349,-0.0644247364274163,-0.0287622028469744,-0.0376168363522072,0.390864540002886,FALSE,4.32995717163195
"57","57",0.0143104301387721,0.0351824544709158,0.141145831002453,0.908,1.0335,1.163016,0.730281022955532,0.876,1.2805,0.4045,57,21,0.595719493282162,0.655514397646066,-0.63008544630929,0.89340690472662,0.00902574208691021,0.0310054966559252,-0.0166950665171531,0.644395876448063,FALSE,2.10648328332244
"58","58",-0.477493923321213,-0.46425120970186,0.52905955733665,0.522,0.3330475,0.71533204,2.08652879282319,0.22973,0.6092525,0.3795225,20,4,-2.65350896615801,-2.86590152727216,2.56208727330676,-2.15885801833999,-0.44973494755343,-0.431851226677321,-0.0456426966438924,-3.03958119662797,FALSE,33.8073791363722
"59","59",0.0492525782660365,0.0761608294969729,0.1779993092976,0.814,1.12009,1.31333284,0.740649634664118,0.8997125,1.49452375,0.59481125,45,23,0.862317666188294,0.905707052510825,-0.326815260053036,0.150109229161176,0.0421855354641458,0.0628968492012165,-0.01364427093518,0.376067838319073,FALSE,3.40579549333986
"60","60",0.110943239061379,0.148405427095103,0.423563701433603,0.53,1.2910525,2.76650942,6.55299687728902,0.79043625,2.103065,1.31262875,22,21,1.33232843918144,1.34742432039411,1.69395353535254,-2.09559864169612,0.132411794071004,0.177977193179873,-0.0670339541184936,-1.58301029629117,FALSE,15.9022466415752
"61","61",0.0295854249779751,-0.00470851316608641,0.250204264253233,0.686,1.0704975,1.15761332,0.733614103516374,0.75756875,1.3935675,0.63599875,33,23,0.336195803513595,0.764886365790284,0.267365022270631,-0.862040797140702,0.0235240660197694,0.000719900756118832,0.0288655242218563,-0.237779597292656,FALSE,4.93086001514932
"62","62",-0.299796187319092,-0.348538711709978,0.519083493390451,0.56,0.5014225,0.7551746,1.15944945742961,0.28986375,0.9692025,0.67933875,43,23,-1.90070360168408,-1.59355077848869,2.47999345445909,-1.85837597928162,-0.177825128139505,-0.293466800699306,-0.00632938661978588,-2.77978964177818,FALSE,21.4714485689259
"63","63",-0.088914389209062,-0.0700682575040096,0.151960084301687,0.914,0.814865,0.9228467,0.708674232643982,0.7070975,0.96926375,0.26216625,58,21,-0.0890233129355636,-0.083595616612572,-0.541094101014403,0.940851437209521,-0.0926880868472062,-0.0698359845641113,-0.0190784046449507,0.452179711805341,FALSE,2.91544188300742
"64","64",-0.121205470529294,-0.0892105241673085,0.125565688604914,0.954,0.756475,0.85405458,0.31154840501318,0.6726475,0.9365325,0.263885,62,22,-0.213559566861503,-0.314806111586658,-0.758295669750341,1.25714832042886,-0.123683992230129,-0.0956276291537429,-0.0255778413755508,0.637090199221047,FALSE,3.8552806604127
"65","65",-0.114320831237956,-0.089696520380496,0.142115670741349,0.88,0.7685625,0.86380158,0.364079683553692,0.67339625,0.92047625,0.24708,63,20,-0.216721373604516,-0.265510739824955,-0.622104558429502,0.671999086473084,-0.114491779396955,-0.0909065152046452,-0.023414316033311,0.507783727191545,FALSE,3.46502971473226
"66","66",-0.0205495395110859,-0.166072841500398,0.466179266737396,0.674,0.953785,0.9979101,0.72879563795291,0.40757375,1.37850375,0.97093,34,18,-0.713612420428859,0.405910156846754,2.04464039111126,-0.956929862106504,0.0178885579300365,-0.103093861771932,0.0825443222608465,-2.06518993062234,FALSE,28.8472858229665
"67","67",0.158795523998968,0.204307985283357,0.21770618538416,0.852,1.4414375,1.87501724,1.51423629090657,1.13717625,1.9917,0.85452375,47,17,1.69602074919351,1.6900560946707,-6.42378025547003e-05,0.450591268219547,0.143884214299011,0.180222734569696,-0.0214272105707284,0.158859761801522,FALSE,6.88117498509381
"68","68",-0.120841112269859,-0.0988635436723377,0.13077704019111,0.882,0.75711,0.84090004,0.372451228778797,0.659935,0.8888475,0.2289125,68,18,-0.276360431010744,-0.312197234767813,-0.715411045576331,0.687813930634051,-0.118204641261536,-0.0996155872173822,-0.0212255250524768,0.594569933306472,FALSE,3.12847662979154
"69","69",0.0835468637863442,0.101541546087892,0.240836356274202,0.674,1.212125,1.46083217,1.00325888612427,0.886325,1.71667625,0.83035125,25,18,1.02744018912594,1.15126088365382,0.190275766953139,-0.956929862106504,0.0771043412247296,0.0994659581234985,-0.0159190943371543,-0.106728903166795,FALSE,5.09532956783291
"70","70",-0.104447661908479,-0.0880763040979376,0.13884478458167,0.856,0.786235,0.86108392,0.324536816806753,0.68532375,0.92267875,0.237355,58,18,-0.206180528576665,-0.194816905047701,-0.649020939209753,0.482220956541481,-0.111027649021361,-0.0971486135341622,-0.00729904837431697,0.544573277301274,FALSE,2.67339171670122
"71","71",0.0248026514759039,0.0792381466781081,0.215016998250294,0.774,1.0587725,1.47400094,2.3000086236611,0.88433625,1.42132875,0.5369925,NA,14,0.8823381559569,0.730640766586085,-0.0221937713145347,-0.16618765405816,0.0211127737766527,0.0691610813601376,-0.0443584298842337,0.0469964227904385,FALSE,7.20242050520628
"72","72",-0.0851626248457944,-0.0507316655742104,0.412093083941811,0.586,0.821935,2.07779483,8.36569626347267,0.55585,1.23383875,0.67798875,36,15,0.0367771873389824,-0.0567322456757261,1.59956091722977,-1.65278300518905,-0.05359195273942,-0.0392357070389227,-0.0459269178068717,-1.68472354207556,FALSE,15.3284769136905
"73","73",0.0045703172436993,-0.0387476850615318,0.405293042744165,0.602,1.01058,1.32300088,1.53721796544654,0.58641375,1.59704625,1.0106325,37,5,0.114742877945095,0.585773273115737,1.54360284065299,-1.52626425190131,0.0499057570471555,-0.0117690315258633,0.0163393487695626,-1.53903252340929,FALSE,11.7309866682369
"74","74",-0.0697681720778915,-0.0419753284900172,0.191875720528467,0.906,0.8515925,1.09642266,1.91743652967063,0.71762375,1.093175,0.37555125,68,10,0.0937443917855154,0.0534950647392991,-0.212625175067014,0.877592060565653,-0.0699020622438404,-0.0520207533062052,-0.0177474187716864,0.142857002989122,FALSE,4.40745882338424
"75","75",-0.190226668887055,-0.178370455135779,0.08757297058581,0.866,0.6453175,0.67743856,0.14896632248766,0.58505375,0.7457775,0.16072375,65,14,-0.793618553522551,-0.809011470575482,-1.07094074975497,0.561295177346316,-0.190537928433358,-0.178551558994158,-0.0116751098928962,0.880714080867915,FALSE,3.10656540280882
"76","76",0.0777093567774199,0.103549722730699,0.156326848739665,0.948,1.19594,1.36485534,0.612630606275,0.97405875,1.59715625,0.6230975,62,15,1.04050503670724,1.10946318503967,-0.505159651249942,1.20970378794596,0.075051691130539,0.100285267517151,-0.0225759107397309,0.582869008027362,FALSE,2.88074252623698
"77","77",-0.000647588016032062,0.0533690596739995,0.202540175225788,0.864,0.99851,1.3052233,1.00793024908679,0.84822375,1.31283,0.46460625,54,14,0.71403838014442,0.548412044921917,-0.124866534309241,0.545480333185349,-0.00540480650803837,0.0546865117811376,-0.0553340997971696,0.124218946293209,FALSE,6.85747101232461
"78","78",-0.0295903623239248,-0.0206835266658996,0.107679243829127,0.684,0.934135,0.98397,0.259092952550088,0.8177075,1.11761125,0.29990375,39,13,0.23226514719809,0.341176086878654,-0.905484637781328,-0.877855641301669,-0.0358972713446815,-0.0233685425645588,-0.00622181975936604,0.875894275457403,FALSE,1.07234487097457
"79","79",-0.0540762398966114,-0.0433577074759023,0.267878875305567,0.85,0.882925,1.14186487,1.24661064373833,0.6674825,1.1038925,0.43641,63,14,0.0847508747984105,0.165852386278122,0.4128107938453,0.43477642405858,-0.0438844183075475,-0.0305148214706451,-0.0235614184259663,-0.466887033741912,FALSE,5.68669474125738
"80","80",-0.058365704059853,-0.0279153228107567,0.20927343218091,0.698,0.8742475,1.10100917,1.0067806364671,0.72457,1.08414375,0.35957375,39,13,0.185216340655064,0.135138978990169,-0.0694580305436698,-0.767151732174902,-0.0618081207551878,-0.0377196722715356,-0.0206460317883174,0.0110923264838168,FALSE,5.05465466939661
"81","81",-0.059239543011411,-0.047484645992348,0.145614403580628,0.806,0.87249,0.95237744,0.375167981474824,0.7070425,1.07278125,0.36573875,62,15,0.0579017313787225,0.128882120184057,-0.593313209310937,0.0868498525173098,-0.0531597944586369,-0.040531008925888,-0.018708534085523,0.534073666299526,FALSE,2.08067677238187
"82","82",-0.184404028137547,-0.141342878783899,0.165728061499384,0.944,0.6540275,0.81341461,0.938733825049242,0.58302375,0.81191875,0.228895,71,14,-0.552723588891171,-0.767320217303437,-0.427796328259334,1.17807409962402,-0.183619483074389,-0.144598998148005,-0.0398050299895416,0.243392300121787,FALSE,7.43141667443508
"83","83",-0.0538733602824006,-0.016070832342155,0.212001601259551,0.92,0.8833375,1.12112575,0.890882604380939,0.7296325,1.12427125,0.39463875,72,14,0.262274533321938,0.167305044228986,-0.0470077115265109,0.988295969692421,-0.0565215803701231,-0.0242325799634476,-0.029640780318953,-0.00686564875588973,FALSE,5.80117978894573
"84","84",0.0260595079696836,0.0663562633702351,0.270891726585526,0.806,1.06186,1.67459482,3.6723544707064,0.826485,1.43372875,0.60724375,63,14,0.798530866104993,0.739640106346694,0.43760378520199,0.0868498525173098,0.0230589393615447,0.0589579753754394,-0.0328984674057558,-0.411544277232307,FALSE,7.78608541423096
"85","85",-0.136414009440037,-0.122440216267818,0.102315232476237,0.838,0.7304425,0.77648628,0.199767920572953,0.63974125,0.8805025,0.24076125,62,14,-0.429746157827979,-0.423702242209032,-0.94962551124363,0.339887359092779,-0.135420694976248,-0.122672728227674,-0.0137412812123633,0.813211501803593,FALSE,2.3595776513664
