"word","rt","acc","wordLength","realpseudo","subj"
"hot",9.0386,1,3,"real",52
"gibs",1.6393,1,4,"pseudo",52
"here",2.1535,0,4,"real",52
"hy",0.7715,0,2,"pseudo",52
"beeltisul",0.5228,1,9,"pseudo",52
"best",6.718,1,4,"real",52
"custom",0.9533,0,6,"real",52
"sudsage",0.3564,0,7,"pseudo",52
"tate",0.5038,1,4,"pseudo",52
"but",0.0078,1,3,"real",52
"chance",0.3718,1,6,"real",52
"circus",0.4873,0,6,"real",52
"duttery",1.8193,0,7,"pseudo",52
"charks",1.7257,1,6,"pseudo",52
"holily",0.337,0,6,"pseudo",52
"away",0.5186,0,4,"real",52
"orn",0.1702,0,3,"pseudo",52
"wase",0.006,1,4,"pseudo",52
"from",0.6881,1,4,"real",52
"guoys",0.1753,1,5,"pseudo",52
"bledge",0.1597,0,6,"pseudo",52
"some",0.0352,0,4,"real",52
"went",0.2525,1,4,"real",52
"freat",0.3397,1,5,"pseudo",52
"soth",0.2052,1,4,"pseudo",52
"invent",0.1705,0,6,"real",52
"just",0.6928,1,4,"real",52
"sausage",0.2426,0,7,"real",52
"ujst",0.0399,0,4,"pseudo",52
"drustion",0.5728,0,8,"pseudo",52
"cotplicant",0.4043,1,10,"pseudo",52
"benon",0.4216,1,5,"pseudo",52
"up",0.0892,0,2,"real",52
"mistake",0.5655,1,7,"real",52
"shring",0.688,1,6,"pseudo",52
"ge",0.317,0,2,"pseudo",52
"uoy",0.7759,1,3,"pseudo",52
"mistive",1.8888,0,7,"pseudo",52
"winner",1.0539,0,6,"real",52
"purchase",0.2729,0,8,"real",52
"mot",0.3722,0,3,"pseudo",52
"piscil",0.3585,1,6,"pseudo",52
"shink",0.0136,1,5,"pseudo",52
"begin",2.8711,1,5,"real",52
"ball",0.2698,0,4,"real",52
"truck",0.258,0,5,"real",52
"fruit",0.2081,1,5,"real",52
"blans",0.6012,0,5,"pseudo",52
"compliment",0.241,0,10,"real",52
"trull",0.4702,1,5,"pseudo",52
"my",0.2039,1,2,"real",52
"huge",0.0539,0,4,"real",52
"wews",0.0717,0,4,"pseudo",52
"come",0.8075,0,4,"real",52
"ag",7.2372,1,2,"pseudo",52
"beautiful",0.3818,1,9,"real",52
"old",0.6061,0,3,"real",52
"you",0.2633,1,3,"real",52
"mystery",0.2065,0,7,"real",52
"yammering",0.1863,1,9,"real",52
"hus",0.3233,1,3,"pseudo",52
"hktni",0.1545,0,5,"pseudo",52
"his",0.4199,0,3,"real",52
"cok",0.94847,1,3,"pseudo",53
"stass",0.67152,0,5,"pseudo",53
"plane",0.61564,1,5,"real",53
"part",0.75244,1,4,"real",53
"once",0.64946,1,4,"real",53
"pame",0.84839,1,4,"pseudo",53
"fimp",0.98227,1,4,"pseudo",53
"fatter",1.68316,0,6,"real",53
"runey",1.16249,0,5,"pseudo",53
"kind",0.68827,1,4,"real",53
"stamp",0.681645,1,5,"real",53
"lant",0.993105,1,4,"pseudo",53
"contain",0.68223,1,7,"real",53
"stop",0.64889,1,4,"real",53
"dooseful",0.83154,1,8,"pseudo",53
"distides",1.11276,1,8,"pseudo",53
"imeyits",0.76566,1,7,"pseudo",53
"nop",0.523095,0,3,"pseudo",53
"fistory",0.867185,1,7,"pseudo",53
"distance",0.8828,1,8,"real",53
"river",0.65757,1,5,"real",53
"wared",0.817705,1,5,"pseudo",53
"cow",0.78314,1,3,"real",53
"ways",0.968,1,4,"real",53
"molk",0.79843,1,4,"pseudo",53
"alk",0.635645,0,3,"pseudo",53
"jixel",0.64935,1,5,"pseudo",53
"land",0.68458,1,4,"real",53
"bangs",0.838325,1,5,"real",53
"arm",0.720185,1,3,"real",53
"ees",0.715785,1,3,"pseudo",53
"han",0.84969,1,3,"pseudo",53
"resolve",0.936275,1,7,"real",53
"ancrusinishness",0.91534,1,15,"pseudo",53
"bawed",0.774575,1,5,"pseudo",53
"te",0.7527,1,2,"pseudo",53
"collosks",1.454265,1,8,"pseudo",53
"strarms",0.95664,1,7,"pseudo",53
"acquisitiveness",0.782485,0,15,"real",53
"library",0.70008,1,7,"real",53
"strange",0.79891,0,7,"real",53
"wass",0.933385,1,4,"pseudo",53
"warpen",0.94864,1,6,"pseudo",53
"immiterise",1.0151,1,10,"pseudo",53
"hitter",1.16619,0,6,"pseudo",53
"kile",0.816615,1,4,"pseudo",53
"find",0.738775,1,4,"real",53
"waves",0.843265,1,5,"real",53
"contive",1.082285,1,7,"pseudo",53
"seashell",1.03421,1,8,"real",53
"swane",0.751255,1,5,"pseudo",53
"man",0.76757,1,3,"real",53
"seadrill",1.57093,1,8,"pseudo",53
"time",0.74066,1,4,"real",53
"milk",0.717,1,4,"real",53
"and",0.713605,0,3,"real",53
"wndo",0.69222,1,4,"pseudo",53
"napery",0.80197,0,6,"real",53
"de",0.75742,1,2,"pseudo",53
"imagine",0.76763,1,7,"real",53
"business",0.816715,1,8,"real",53
"stail",0.544735,0,5,"pseudo",53
"fattify",0.79956,1,7,"pseudo",53
"idthepiates",0.75837,1,11,"pseudo",53
"leld",0.781195,1,4,"pseudo",53
"speveal",1.075165,1,7,"pseudo",53
"jewel",0.734345,1,5,"real",53
"money",0.633495,1,5,"real",53
"see",0.75246,1,3,"real",53
"nap",0.65926,1,3,"real",53
"ase",0.76576,1,3,"pseudo",53
"collapse",0.665515,1,8,"real",53
"down",0.61847,1,4,"real",53
"ston",0.89001,1,4,"pseudo",53
"answer",0.66395,1,6,"real",53
"vosery",0.631985,1,6,"pseudo",53
"fite",0.684485,0,4,"pseudo",53
"appropriates",0.967865,0,12,"real",53
"left",0.60039,1,4,"real",53
"garden",0.751385,1,6,"real",53
"sun",0.536445,1,3,"real",53
"him",0.549655,1,3,"real",53
"me",0.40103,1,2,"real",53
"ggnoi",0.98572,1,5,"pseudo",53
"going",0.6025,0,5,"real",53
"special",0.770665,1,7,"real",53
"stain",0.68357,1,5,"real",53
"we",0.64982,1,2,"real",53
"roder",0.73181,1,5,"pseudo",53
"impoverish",0.71281,0,10,"real",53
"hom",0.83155,1,3,"pseudo",53
"testify",0.76511,0,7,"real",53
"tice",0.78338,1,4,"pseudo",53
"fish",0.71503,1,4,"real",53
"oenc",0.70356,1,4,"pseudo",53
"baafness",0.91559,1,8,"pseudo",53
"rebosks",0.898795,1,7,"pseudo",53
"mun",1.668,1,3,"pseudo",53
"arsher",0.818895,1,6,"pseudo",53
"doubtful",0.96734,1,8,"real",53
"albust",0.94266,1,6,"pseudo",53
"short",0.648375,1,5,"real",53
"cag",0.664885,1,3,"pseudo",53
"into",0.73382,1,4,"real",53
"pumer",0.81776,1,5,"pseudo",53
"brought",0.599425,1,7,"real",53
"configuration",0.74618,0,13,"real",53
"garbant",0.71309,1,7,"pseudo",53
"could",0.59883,1,5,"real",53
"chanding",0.75345,0,8,"pseudo",53
"nurger",0.721625,1,6,"pseudo",53
"fing",0.888695,1,4,"pseudo",53
"she",0.578865,0,3,"real",53
"lape",0.99391,1,4,"pseudo",53
"of",0.65603,1,2,"real",53
"accustomed",1.106185,0,10,"real",53
"play",0.854445,1,4,"real",53
"sheas",0.77596,1,5,"pseudo",53
"loms",0.790735,1,4,"pseudo",53
"hust",1.365025,1,4,"pseudo",53
"shoes",0.666945,1,5,"real",53
"cowbim",0.74529,1,6,"pseudo",53
"power",0.80369,1,5,"real",53
"knew",0.63462,0,4,"real",53
"repress",0.73239,0,7,"real",53
"number",0.60124,1,6,"real",53
"lame",0.665045,1,4,"real",53
"congusozation",0.70126,1,13,"pseudo",53
"sholt",0.91894,1,5,"pseudo",53
"jostile",0.57157,1,7,"pseudo",53
"lost",0.50036,1,4,"real",53
"then",0.479865,1,4,"real",53
"totoseneian",0.604695,0,11,"pseudo",53
"homogeneous",0.666435,0,11,"real",53
"serning",0.900175,1,7,"pseudo",53
"garment",0.831365,1,7,"real",53
"che",0.436595,1,3,"pseudo",53
"fine",0.429465,1,4,"real",53
"natural",0.71624,1,7,"real",53
"oban",0.647865,1,4,"pseudo",53
"red",0.546055,0,3,"real",53
"cowboy",0.687905,0,6,"real",53
"fasees",0.81643,1,6,"pseudo",53
"almost",0.600035,1,6,"real",53
"vlei",0.607425,1,4,"pseudo",53
"sildal",0.52409,1,6,"pseudo",53
"new",0.74799,1,3,"real",53
"brush",0.591725,1,5,"real",53
"famous",0.586395,1,6,"real",53
"trood",0.433935,0,5,"pseudo",53
"signal",0.78366,1,6,"real",53
"timelly",0.755685,1,7,"pseudo",53
"potent",1.097735,0,6,"real",53
"rescets",0.915745,1,7,"pseudo",53
"open",0.668055,1,4,"real",53
"must",0.465945,1,4,"real",53
"the",0.41918,1,3,"real",53
"tascer",0.611615,1,6,"pseudo",53
"molent",0.815045,1,6,"pseudo",53
"wread",0.369635,1,5,"pseudo",53
"tried",0.60142,1,5,"real",53
"strong",0.71643,1,6,"real",53
"morning",0.562675,1,7,"real",53
"brubs",0.727355,1,5,"pseudo",53
"moop",0.78464,1,4,"pseudo",53
"car",0.78229,1,3,"real",53
"na",0.799115,1,2,"pseudo",53
"jump",0.615965,1,4,"real",53
"med",0.699685,1,3,"pseudo",53
"air",0.6598,1,3,"real",53
"justice",0.702555,1,7,"real",53
"os",0.648905,1,2,"pseudo",53
"accastanct",0.81509,1,10,"pseudo",53
"inni",0.75453,1,4,"pseudo",53
"no",0.71695,1,2,"real",53
"liffs",0.83486,1,5,"pseudo",53
"mpju",0.539145,1,4,"pseudo",53
"sould",0.63309,0,5,"pseudo",53
"quen",0.465435,1,4,"pseudo",53
"naw",0.61439,1,3,"pseudo",53
"is",0.70526,1,2,"real",53
"light",0.484105,1,5,"real",53
"moon",0.607025,1,4,"real",53
"recorse",0.583165,0,7,"pseudo",53
"insows",0.46694,1,6,"pseudo",53
"vesural",0.433015,1,7,"pseudo",53
"knead",0.4495,1,5,"real",53
"strosh",0.58451,0,6,"pseudo",53
"twew",0.365715,1,4,"pseudo",53
"arf",0.67247,0,3,"pseudo",53
"reverse",1.253285,1,7,"real",53
"charring",0.895055,0,8,"real",53
"live",0.650955,0,4,"real",53
"ot",0.783395,1,2,"pseudo",53
"father",0.648335,1,6,"real",53
"finally",0.465275,1,7,"real",53
"tha",0.4797,0,3,"pseudo",53
"clought",0.815845,1,7,"pseudo",53
"inside",0.732675,1,6,"real",53
"ypla",0.753505,1,4,"pseudo",53
"snose",1.651015,1,5,"pseudo",53
"daople",0.80187,1,6,"pseudo",53
"underchime",0.926555,0,10,"pseudo",53
"an",0.65169,1,2,"real",53
"two",0.658115,1,3,"real",53
"alipol",0.688495,0,6,"pseudo",53
"help",0.661725,1,4,"real",53
"able",0.99188,1,4,"real",53
"destrifs",0.952005,1,8,"pseudo",53
"fafever",1.31935,1,7,"pseudo",53
"nuder",0.854695,1,5,"pseudo",53
"upending",0.85607,1,8,"real",53
"yes",0.799135,1,3,"real",53
"creat",0.91377,0,5,"pseudo",53
"mannanency",0.689875,1,10,"pseudo",53
"fave",0.961525,0,4,"pseudo",53
"cat",0.77706,1,3,"real",53
"paper",0.83196,1,5,"real",53
"them",0.62141,1,4,"real",53
"wirtoul",0.86458,1,7,"pseudo",53
"dood",0.887605,1,4,"pseudo",53
"without",0.721005,1,7,"real",53
"budget",0.76819,1,6,"real",53
"pop",0.87096,1,3,"real",53
"besime",0.68681,1,6,"pseudo",53
"asca",0.78386,1,4,"pseudo",53
"ar",0.84433,1,2,"pseudo",53
"wto",0.68473,1,3,"pseudo",53
"permanency",0.43354,0,10,"real",53
"thantboard",0.70109,1,10,"pseudo",53
"qualify",0.947105,1,7,"real",53
"whose",0.635365,1,5,"real",53
"guarantee",0.78191,0,9,"real",53
"bove",1.13489,1,4,"pseudo",53
"dat",0.73303,1,3,"pseudo",53
"ther",0.734545,0,4,"pseudo",53
"hect",1.024965,1,4,"pseudo",53
"fast",0.699285,1,4,"real",53
"again",0.748485,1,5,"real",53
"as",0.716615,1,2,"real",53
"however",0.58573,1,7,"real",53
"hammer",0.93245,1,6,"real",53
"understand",0.64816,1,10,"real",53
"ap",1.100325,1,2,"pseudo",53
"phlere",1.282055,1,6,"pseudo",53
"dog",0.98393,1,3,"real",53
"never",0.733465,1,5,"real",53
"clomify",0.81534,1,7,"pseudo",53
"grasshopper",0.954,1,11,"real",53
"sick",0.82832,1,4,"real",53
"beller",0.93306,1,6,"pseudo",53
"slace",0.832855,1,5,"pseudo",53
"investigate",0.84865,1,11,"real",53
"cologne",0.8477,0,7,"real",53
"cotosks",0.83145,1,7,"pseudo",53
"ablood",0.683465,1,6,"pseudo",53
"grat",0.852515,1,4,"pseudo",53
"sain",1.23061,0,4,"pseudo",53
"sphere",0.791605,0,6,"real",53
"become",0.68367,1,6,"real",53
"germantia",0.93178,1,9,"pseudo",53
"woft",1.11429,1,4,"pseudo",53
"animal",0.920975,1,6,"real",53
"skateboard",0.81738,1,10,"real",53
"agreed",0.768,1,6,"real",53
"telechinct",1.39747,1,10,"pseudo",53
"space",1.24848,1,5,"real",53
"describe",0.831815,1,8,"real",53
"etecants",0.782405,1,8,"pseudo",53
"pretty",0.73657,1,6,"real",53
"utashing",0.85788,1,8,"pseudo",53
"thank",0.766345,1,5,"real",53
"wood",0.80812,1,4,"real",53
"mader",1.268215,0,5,"pseudo",53
"gaian",1.154445,0,5,"pseudo",53
"pon",0.867865,1,3,"pseudo",53
"yos",0.731675,1,3,"pseudo",53
"bone",0.67042,1,4,"real",53
"elements",0.716715,1,8,"real",53
"great",0.467835,1,5,"real",53
"bulbet",0.301415,0,6,"pseudo",53
"hadder",0.716195,1,6,"pseudo",53
"overwhelm",0.54976,1,9,"real",53
"people",0.59787,1,6,"real",53
"work",0.9002,1,4,"real",53
"better",0.723005,1,6,"real",53
"khtna",0.683855,1,5,"pseudo",53
"telescoped",0.85903,1,10,"real",53
"sail",0.64738,1,4,"real",53
"shotty",0.96576,1,6,"pseudo",53
"spat",0.766235,0,4,"real",53
"back",0.83411,1,4,"real",53
"overtruan",1.215385,1,9,"pseudo",53
"bads",0.852465,0,4,"pseudo",53
"dag",1.40051,1,3,"pseudo",53
"flankfopper",1.03262,1,11,"pseudo",53
"invectiress",0.81396,1,11,"pseudo",53
"hu",0.633465,1,2,"pseudo",53
"he",0.7841,1,2,"real",53
"sids",1.07963,0,4,"pseudo",53
"leald",1.000525,1,5,"pseudo",53
"candy",0.881415,1,5,"real",53
"spell",0.57092,1,5,"real",53
"nied",0.67161,0,4,"pseudo",53
"complete",0.668995,1,8,"real",53
"hore",0.771235,1,4,"pseudo",53
"at",0.544975,1,2,"real",53
"ip",0.672115,1,2,"pseudo",53
"en",0.6681,1,2,"pseudo",53
"cas",1.29992,1,3,"pseudo",53
"after",0.570695,1,5,"real",53
"on",1.345135,1,2,"real",53
"wist",1.305335,1,4,"pseudo",53
"scays",0.837045,1,5,"pseudo",53
"esslyots",0.6998,1,8,"pseudo",53
"farmer",0.861765,1,6,"real",53
"sobsaller",0.821395,1,9,"pseudo",53
"tister",1.0268,1,6,"pseudo",53
"gravel",0.977305,1,6,"real",53
"complase",1.00272,1,8,"pseudo",53
"tok",0.800805,1,3,"pseudo",53
"in",0.83743,1,2,"real",53
"do",0.83706,0,2,"real",53
"ridicule",1.03082,0,8,"real",53
"look",0.718955,1,4,"real",53
"have",0.524165,1,4,"real",53
"ruticole",0.66612,1,8,"pseudo",53
"unger",1.33575,1,5,"pseudo",53
"om",0.866945,1,2,"pseudo",53
"uffive",0.614755,1,6,"pseudo",53
"goud",0.65785,1,4,"pseudo",53
"fireer",0.81731,1,6,"pseudo",53
"winter",0.71186,1,6,"real",53
"tfaer",1.13534,1,5,"pseudo",53
"miss",1.01696,1,4,"real",53
"pickle",1.032855,1,6,"real",53
"ro",0.750625,1,2,"pseudo",53
"drnuo",0.71654,1,5,"pseudo",53
"enan",0.68346,1,4,"pseudo",53
"spuer",0.768165,1,5,"pseudo",53
"be",0.74857,1,2,"real",53
"other",0.53817,0,5,"real",53
"hane",0.713425,1,4,"pseudo",53
"polarize",0.6543,1,8,"real",53
"umly",0.54596,1,4,"pseudo",53
"more",0.982815,1,4,"real",53
"rackle",1.1831,1,6,"pseudo",53
"will",0.57366,1,4,"real",53
"wawed",0.735955,1,5,"pseudo",53
"meat",0.74705,1,4,"real",53
"watch",0.69864,1,5,"real",53
"mout",0.798855,1,4,"pseudo",53
"fawerty",1.06952,1,7,"pseudo",53
"sint",0.76391,1,4,"pseudo",53
"plays",0.754435,1,5,"real",53
"lkoo",0.768145,1,4,"pseudo",53
"losh",1.100705,1,4,"pseudo",53
"even",0.633735,1,4,"real",53
"bi",0.50817,1,2,"pseudo",53
"pealt",1.165775,0,5,"pseudo",53
"place",0.98183,1,5,"real",53
"office",0.868065,1,6,"real",53
"et",0.704165,1,2,"pseudo",53
"beeching",1.34322,1,8,"pseudo",53
"long",0.722015,1,4,"real",53
"sing",0.88108,1,4,"real",53
"da",0.94909,1,2,"pseudo",53
"streat",0.83638,0,6,"pseudo",53
"crovel",1.325295,1,6,"pseudo",53
"hencory",0.78038,1,7,"pseudo",53
"only",0.70686,1,4,"real",53
"spy",0.8825,1,3,"real",53
"street",0.755565,1,6,"real",53
"peace",0.55565,1,5,"real",53
"so",0.48232,1,2,"real",53
"learn",0.449805,1,5,"real",53
"history",0.43502,1,7,"real",53
"faster",0.620615,1,6,"real",53
"chigshen",0.814945,1,8,"pseudo",53
"dryer",0.944885,1,5,"real",53
"signaller",0.665675,0,9,"real",53
"liberty",0.58329,1,7,"real",53
"loak",1.325325,1,4,"pseudo",53
"spoll",1.210875,1,5,"pseudo",53
"building",0.785225,1,8,"real",53
"banny",0.967545,1,5,"pseudo",53
"groon",0.78416,1,5,"pseudo",53
"pocorism",0.665385,1,8,"pseudo",53
"spu",0.664465,1,3,"pseudo",53
"need",0.51696,0,4,"real",53
"good",0.5194,1,4,"real",53
"green",0.46426,1,5,"real",53
"toy",0.86704,1,3,"real",53
"children",0.66861,1,8,"real",53
"round",0.64881,1,5,"real",53
"everyone",0.683,1,8,"real",53
"can",0.70814,1,3,"real",53
"through",0.62128,1,7,"real",53
"mich",0.533635,0,4,"pseudo",53
"ganter",0.742495,1,6,"pseudo",53
"come",0.731405,1,4,"real",53
"bot",0.96403,1,3,"pseudo",53
"cuppom",0.866695,1,6,"pseudo",53
"ball",0.786995,1,4,"real",53
"purshare",0.84677,1,8,"pseudo",53
"think",0.70522,1,5,"real",53
"blans",0.88585,1,5,"pseudo",53
"wase",0.820045,1,4,"pseudo",53
"spring",0.76334,1,6,"real",53
"hant",1.12012,1,4,"pseudo",53
"hus",0.80396,1,3,"pseudo",53
"you",0.66516,1,3,"real",53
"waay",0.835115,1,4,"pseudo",53
"family",0.538815,1,6,"real",53
"sudsage",0.47579,1,7,"pseudo",53
"question",0.606345,1,8,"real",53
"shink",0.74032,1,5,"pseudo",53
"mot",0.767815,1,3,"pseudo",53
"charks",1.067175,1,6,"pseudo",53
"winner",1.331535,1,6,"real",53
"soth",1.03201,0,4,"pseudo",53
"shine",0.791505,1,5,"real",53
"beeltisul",0.767345,1,9,"pseudo",53
"am",0.684245,1,2,"real",53
"custom",0.84453,1,6,"real",53
"beautiful",0.73156,1,9,"real",53
"up",0.7213,1,2,"real",53
"zembering",0.841235,1,9,"pseudo",53
"want",0.747685,1,4,"real",53
"truck",1.66755,0,5,"real",53
"reeh",0.8101,1,4,"pseudo",53
"hy",0.873115,1,2,"pseudo",53
"tate",1.032475,1,4,"pseudo",53
"my",0.617795,0,2,"real",53
"guoys",0.708815,1,5,"pseudo",53
"pledge",1.481195,1,6,"real",53
"ud",0.76754,1,2,"pseudo",53
"drustion",1.14142,1,8,"pseudo",53
"his",0.537605,1,3,"real",53
"shring",0.94429,1,6,"pseudo",53
"best",0.63358,1,4,"real",53
"pencil",0.781655,1,6,"real",53
"freat",0.78214,1,5,"pseudo",53
"trull",0.75044,1,5,"pseudo",53
"gibs",0.6155,1,4,"pseudo",53
"if",0.583905,1,2,"real",53
"bledge",0.665785,1,6,"pseudo",53
"compliment",0.94299,1,10,"real",53
"benon",0.616445,1,5,"pseudo",53
"sausage",0.83711,1,7,"real",53
"yammering",1.16253,1,9,"real",53
"fror",0.731545,1,4,"pseudo",53
"mistive",0.74875,1,7,"pseudo",53
"just",1.26791,1,4,"real",53
"slellen",0.64814,1,7,"pseudo",53
"bere",1.104195,1,4,"pseudo",53
"ge",0.72548,1,2,"pseudo",53
"black",1.06981,1,5,"real",53
"mystery",0.76729,1,7,"real",53
"begin",0.698975,1,5,"real",53
"give",0.56535,1,4,"real",53
"take",0.90278,1,4,"real",53
"coth",2.132575,1,4,"pseudo",53
"cibsus",0.783,1,6,"pseudo",53
"cotplicant",1.16391,1,10,"pseudo",53
"from",1.47227,1,4,"real",53
"orn",0.817545,1,3,"pseudo",53
"guess",0.723605,1,5,"real",53
"here",0.73378,1,4,"real",53
"bams",0.726145,1,4,"pseudo",53
"old",0.78166,1,3,"real",53
"slit",1.89853,1,4,"real",53
"hube",0.710355,1,4,"pseudo",53
"invent",1.033995,1,6,"real",53
"hand",0.61553,1,4,"real",53
"uoy",0.651225,1,3,"pseudo",53
"go",0.53703,0,2,"real",53
"huge",0.7496,1,4,"real",53
"duttery",0.843675,1,7,"pseudo",53
"away",0.55636,1,4,"real",53
"fruit",0.899,1,5,"real",53
"ganner",0.906345,1,6,"pseudo",53
"inpant",0.849325,1,6,"pseudo",53
"piscil",0.766655,1,6,"pseudo",53
"mistake",1.03171,0,7,"real",53
"holily",0.92752,1,6,"pseudo",53
"swollen",0.81453,1,7,"real",53
"but",0.68116,1,3,"real",53
"circus",0.88534,0,6,"real",53
"crit",0.817625,1,4,"pseudo",53
"ag",0.640725,1,2,"pseudo",53
"hktni",0.68315,1,5,"pseudo",53
"wews",0.69888,1,4,"pseudo",53
"ujst",0.81117,1,4,"pseudo",53
"hot",0.766575,1,3,"real",53
"some",1.117725,0,4,"real",53
"went",0.73861,1,4,"real",53
"chance",0.7208,1,6,"real",53
"purchase",0.98378,1,8,"real",53
"ef",0.7881,1,2,"pseudo",53
"te",0.661955,1,2,"pseudo",54
"land",0.60296,1,4,"real",54
"answer",0.599245,1,6,"real",54
"runey",0.600675,1,5,"pseudo",54
"warpen",0.571495,1,6,"pseudo",54
"roder",0.771645,1,5,"pseudo",54
"fattify",0.63404,0,7,"pseudo",54
"library",0.629285,1,7,"real",54
"contain",0.722515,1,7,"real",54
"jewel",0.58748,1,5,"real",54
"oenc",0.555235,1,4,"pseudo",54
"find",0.551155,1,4,"real",54
"appropriates",0.64889,1,12,"real",54
"kile",0.60711,1,4,"pseudo",54
"strarms",0.69946,1,7,"pseudo",54
"milk",0.54045,1,4,"real",54
"distance",0.48528,1,8,"real",54
"bawed",0.550005,1,5,"pseudo",54
"distides",0.63375,1,8,"pseudo",54
"nap",0.564035,1,3,"real",54
"see",0.47776,1,3,"real",54
"money",0.670925,1,5,"real",54
"hom",0.611155,1,3,"pseudo",54
"part",0.55288,1,4,"real",54
"tice",0.601545,1,4,"pseudo",54
"fite",0.73523,1,4,"pseudo",54
"once",0.55218,1,4,"real",54
"impoverish",1.02114,1,10,"real",54
"lant",0.72836,1,4,"pseudo",54
"nop",1.115295,1,3,"pseudo",54
"contive",0.685175,1,7,"pseudo",54
"leld",0.68754,1,4,"pseudo",54
"ways",0.568865,1,4,"real",54
"vosery",0.649795,1,6,"pseudo",54
"cok",0.53377,1,3,"pseudo",54
"collosks",0.468785,1,8,"pseudo",54
"imagine",0.56786,1,7,"real",54
"ase",0.534965,1,3,"pseudo",54
"swane",0.72181,0,5,"pseudo",54
"fimp",0.5954,1,4,"pseudo",54
"fistory",0.65722,1,7,"pseudo",54
"acquisitiveness",0.63485,1,15,"real",54
"seadrill",0.705845,1,8,"pseudo",54
"me",0.63439,1,2,"real",54
"molk",0.51307,1,4,"pseudo",54
"stain",0.56838,1,5,"real",54
"wass",0.51916,1,4,"pseudo",54
"special",0.4482,1,7,"real",54
"waves",0.667215,1,5,"real",54
"fish",0.56583,0,4,"real",54
"wared",0.734925,1,5,"pseudo",54
"napery",0.58442,0,6,"real",54
"pame",0.683655,1,4,"pseudo",54
"ston",0.51734,1,4,"pseudo",54
"kind",0.59987,1,4,"real",54
"him",0.686975,1,3,"real",54
"arm",0.50453,1,3,"real",54
"stamp",0.417875,1,5,"real",54
"collapse",0.5194,1,8,"real",54
"bangs",0.534635,1,5,"real",54
"man",0.450885,1,3,"real",54
"stass",0.599,1,5,"pseudo",54
"river",0.556325,1,5,"real",54
"mun",0.56729,1,3,"pseudo",54
"idthepiates",0.71698,1,11,"pseudo",54
"rebosks",0.62217,1,7,"pseudo",54
"han",0.46686,0,3,"pseudo",54
"cow",0.503595,0,3,"real",54
"business",0.654425,1,8,"real",54
"fatter",0.931335,1,6,"real",54
"sun",0.55496,1,3,"real",54
"immiterise",0.714745,1,10,"pseudo",54
"arsher",0.82893,1,6,"pseudo",54
"seashell",0.61742,0,8,"real",54
"time",0.61895,1,4,"real",54
"plane",0.48386,1,5,"real",54
"and",0.501705,1,3,"real",54
"hitter",0.60038,0,6,"pseudo",54
"strange",1.25291,1,7,"real",54
"alk",0.73715,1,3,"pseudo",54
"speveal",0.91811,1,7,"pseudo",54
"testify",1.050805,1,7,"real",54
"going",0.528325,1,5,"real",54
"down",0.895795,1,4,"real",54
"garden",0.467335,1,6,"real",54
"ggnoi",0.512255,1,5,"pseudo",54
"resolve",0.450295,0,7,"real",54
"dooseful",0.83493,1,8,"pseudo",54
"ancrusinishness",0.78392,1,15,"pseudo",54
"stop",0.567325,1,4,"real",54
"baafness",0.561895,1,8,"pseudo",54
"imeyits",0.66792,1,7,"pseudo",54
"wndo",0.503115,1,4,"pseudo",54
"left",0.485305,1,4,"real",54
"ees",0.515285,1,3,"pseudo",54
"doubtful",0.568105,1,8,"real",54
"de",0.56763,1,2,"pseudo",54
"jixel",0.435235,1,5,"pseudo",54
"stail",0.52929,1,5,"pseudo",54
"we",0.6781,1,2,"real",54
"fing",0.806095,1,4,"pseudo",54
"repress",0.78816,1,7,"real",54
"reverse",0.580375,1,7,"real",54
"chanding",0.65748,1,8,"pseudo",54
"ypla",0.55578,1,4,"pseudo",54
"sildal",0.60137,1,6,"pseudo",54
"car",0.65168,1,3,"real",54
"arf",0.5466,1,3,"pseudo",54
"number",0.560315,1,6,"real",54
"finally",0.835825,1,7,"real",54
"strong",0.50664,1,6,"real",54
"brush",0.5899,1,5,"real",54
"os",0.477535,1,2,"pseudo",54
"mpju",0.490075,1,4,"pseudo",54
"hust",0.744475,0,4,"pseudo",54
"tried",0.65694,1,5,"real",54
"is",0.467825,1,2,"real",54
"recorse",0.889755,0,7,"pseudo",54
"famous",0.521645,1,6,"real",54
"vesural",0.63324,1,7,"pseudo",54
"charring",0.6722,0,8,"real",54
"cowbim",0.726145,1,6,"pseudo",54
"accastanct",0.713805,1,10,"pseudo",54
"shoes",0.49266,1,5,"real",54
"strosh",0.670845,1,6,"pseudo",54
"oban",0.49447,1,4,"pseudo",54
"open",0.43906,0,4,"real",54
"congusozation",0.632805,1,13,"pseudo",54
"no",0.65164,1,2,"real",54
"inside",0.522925,1,6,"real",54
"che",0.53535,1,3,"pseudo",54
"serning",0.72306,1,7,"pseudo",54
"garment",0.647065,0,7,"real",54
"red",0.63274,1,3,"real",54
"almost",1.014325,1,6,"real",54
"albust",0.7105,1,6,"pseudo",54
"configuration",0.63723,0,13,"real",54
"timelly",0.677965,0,7,"pseudo",54
"quen",1.086375,1,4,"pseudo",54
"natural",0.615675,1,7,"real",54
"inni",0.56505,1,4,"pseudo",54
"tascer",0.519955,1,6,"pseudo",54
"nurger",0.56762,1,6,"pseudo",54
"into",0.38872,0,4,"real",54
"jostile",0.502245,1,7,"pseudo",54
